score,model_base_alpha,model_base_eta,num_topics
0.30636979857035573,auto,auto,100
0.36189320583471002,auto,auto,200
0.39807114117699072,auto,auto,500
0.30760856290104199,auto,1,100
0.35442527141691493,auto,1,200
0.40029292125392413,auto,1,500
0.29849871576891079,auto,2,100
0.34067306880677356,auto,2,200
0.41099394260954147,auto,2,500
0.29468957226617393,auto,5,100
0.32688111176969115,auto,5,200
0.38152455715129813,auto,5,500
0.30610772699909189,1,auto,100
0.36091606474614835,1,auto,200
0.39621413096343455,1,auto,500
0.30739308664099751,1,1,100
0.35528655034226064,1,1,200
0.40003758234956005,1,1,500
0.29957128912560671,1,2,100
0.35243608140544075,1,2,200
0.41106026440288285,1,2,500
0.29461661829349856,1,5,100
0.32814353705718607,1,5,200
0.37939231149537556,1,5,500
0.31430191597322515,2,auto,100
0.35556078090897036,2,auto,200
0.39497833488084189,2,auto,500
0.30843333392079914,2,1,100
0.3561530546210212,2,1,200
0.39150742479433298,2,1,500
0.2967683971862245,2,2,100
0.34397174320572649,2,2,200
0.41348111034740564,2,2,500
0.29394924945064216,2,5,100
0.3268998720252202,2,5,200
0.38016475941267036,2,5,500
0.31974777002632154,5,auto,100
0.35288703868091054,5,auto,200
0.40119499813093124,5,auto,500
0.32415454400134064,5,1,100
0.35213224565592255,5,1,200
0.40869488759460904,5,1,500
0.30159377917038088,5,2,100
0.3276609030090924,5,2,200
0.40567081479337741,5,2,500
0.29859036042880055,5,5,100
0.33005983493448676,5,5,200
0.38869166271673239,5,5,500
