score,changeset_include_additions,changeset_include_context,changeset_include_message,changeset_include_removals
0.47882106321578866,True,True,True,True
0.48175473819415904,True,True,False,True
0.47896202767016149,True,False,True,True
0.45033229905293348,True,False,False,True
0.49496565919850466,True,True,True,False
0.47452346326173522,True,True,False,False
0.45308234396023572,True,False,True,False
0.45480116160071615,True,False,False,False
0.45760766988549967,False,True,True,True
0.40027644485680225,False,True,False,True
0.40618321549348524,False,False,True,True
0.36687163363364639,False,False,False,True
0.47196370461446113,False,True,True,False
0.393001467175637,False,True,False,False
0.45744870950030581,False,False,True,False
0.0,False,False,False,False
