metadata,unique_words,total_words
.gitattributes,12,44
.gitignore,12,13
CHANGES.txt,1369,5250
HEADER.txt,41,58
KEYS,1666,2014
LICENSE.txt,678,1861
NOTICE.txt,54,80
README.md,215,449
assembly.xml,55,89
pom.xml,187,605
tika-app/pom.xml,197,806
tika-app/src/main/appended-resources/META-INF/LICENSE,895,4081
tika-app/src/main/assembly/standalone.xml,61,121
tika-app/src/main/java/org/apache/tika/cli/BatchCommandLineBuilder.java,146,635
tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,439,3736
tika-app/src/main/java/org/apache/tika/gui/ParsingTransferHandler.java,100,359
tika-app/src/main/java/org/apache/tika/gui/TikaGUI.java,321,2088
tika-app/src/main/resources/log4j.properties,57,97
tika-app/src/main/resources/log4j_batch_process.properties,54,91
tika-app/src/main/resources-filtered/org/apache/tika/gui/about.html,69,100
tika-app/src/main/resources-filtered/org/apache/tika/gui/welcome.html,58,84
tika-app/src/test/java/org/apache/tika/cli/TikaCLIBatchCommandLineTest.java,116,634
tika-app/src/test/java/org/apache/tika/cli/TikaCLIBatchIntegrationTest.java,119,487
tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java,204,1120
tika-app/src/test/resources/log4j_batch_process_test.properties,56,94
tika-app/src/test/resources/test-data/alice.cli.test,157,213
tika-app/src/test/resources/test-data/bad_xml.xml,10,17
tika-app/src/test/resources/test-data/testJsonMultipleInts.html,8,14
tika-app/src/test/resources/test-data/tika-config1.xml,19,46
tika-app/src/test/resources/test-data/welsh_corpus.txt,9600,22714
tika-batch/pom.xml,102,457
tika-batch/src/main/java/org/apache/tika/batch/AutoDetectParserFactory.java,50,100
tika-batch/src/main/java/org/apache/tika/batch/BatchNoRestartError.java,55,85
tika-batch/src/main/java/org/apache/tika/batch/BatchProcess.java,295,1750
tika-batch/src/main/java/org/apache/tika/batch/BatchProcessDriverCLI.java,202,1039
tika-batch/src/main/java/org/apache/tika/batch/ConsumersManager.java,88,194
tika-batch/src/main/java/org/apache/tika/batch/FileConsumerFutureResult.java,50,100
tika-batch/src/main/java/org/apache/tika/batch/FileResource.java,92,165
tika-batch/src/main/java/org/apache/tika/batch/FileResourceConsumer.java,245,1045
tika-batch/src/main/java/org/apache/tika/batch/FileResourceCrawler.java,151,647
tika-batch/src/main/java/org/apache/tika/batch/FileResourceCrawlerFutureResult.java,50,88
tika-batch/src/main/java/org/apache/tika/batch/FileStarted.java,72,194
tika-batch/src/main/java/org/apache/tika/batch/IFileProcessorFutureResult.java,50,71
tika-batch/src/main/java/org/apache/tika/batch/Interrupter.java,86,154
tika-batch/src/main/java/org/apache/tika/batch/InterrupterFutureResult.java,47,69
tika-batch/src/main/java/org/apache/tika/batch/OutputStreamFactory.java,49,82
tika-batch/src/main/java/org/apache/tika/batch/ParallelFileProcessingResult.java,74,195
tika-batch/src/main/java/org/apache/tika/batch/ParserFactory.java,46,80
tika-batch/src/main/java/org/apache/tika/batch/PoisonFileResource.java,58,95
tika-batch/src/main/java/org/apache/tika/batch/StatusReporter.java,147,526
tika-batch/src/main/java/org/apache/tika/batch/StatusReporterFutureResult.java,51,75
tika-batch/src/main/java/org/apache/tika/batch/builders/AbstractConsumersBuilder.java,64,111
tika-batch/src/main/java/org/apache/tika/batch/builders/BatchProcessBuilder.java,151,1060
tika-batch/src/main/java/org/apache/tika/batch/builders/CommandLineParserBuilder.java,110,379
tika-batch/src/main/java/org/apache/tika/batch/builders/DefaultContentHandlerFactoryBuilder.java,88,296
tika-batch/src/main/java/org/apache/tika/batch/builders/IContentHandlerFactoryBuilder.java,58,96
tika-batch/src/main/java/org/apache/tika/batch/builders/ICrawlerBuilder.java,60,113
tika-batch/src/main/java/org/apache/tika/batch/builders/InterrupterBuilder.java,56,87
tika-batch/src/main/java/org/apache/tika/batch/builders/ObjectFromDOMAndQueueBuilder.java,66,116
tika-batch/src/main/java/org/apache/tika/batch/builders/ObjectFromDOMBuilder.java,57,88
tika-batch/src/main/java/org/apache/tika/batch/builders/ReporterBuilder.java,57,93
