score,changeset_include_additions,changeset_include_context,changeset_include_message,changeset_include_removals
0.40738032800532797,True,True,True,True
0.38832261488511488,True,True,False,True
0.40500582492842552,True,False,True,True
0.40737691656169916,True,False,False,True
0.36921213508713507,True,True,True,False
0.47643200549450543,True,True,False,False
0.4614362599960426,True,False,True,False
0.40048907301848474,True,False,False,False
0.37213862340061188,False,True,True,True
0.36047036039296099,False,True,False,True
0.32854427843398432,False,False,True,True
0.31357268566188001,False,False,False,True
0.35332476551226549,False,True,True,False
0.35663349331827593,False,True,False,False
0.40260760073260071,False,False,True,False
0.0,False,False,False,False
