sha,issues,change_type,name
018543a832adab81dc4ad9a7beef9e96c9de3ab4,1269,A,tika-server/src/main/java/org/apache/tika/server/TikaWelcome.java
018543a832adab81dc4ad9a7beef9e96c9de3ab4,1269,A,tika-server/src/test/java/org/apache/tika/server/TikaWelcomeTest.java
018543a832adab81dc4ad9a7beef9e96c9de3ab4,1269,M,tika-server/src/main/java/org/apache/tika/server/TikaServerCli.java
084fc4229e3aa6cb4bf92346582302c43e2ab5f4,1539,A,tika-parsers/src/test/resources/test-documents/egyl03.gdas.200811.00Z.grb2
084fc4229e3aa6cb4bf92346582302c43e2ab5f4,1539,A,tika-parsers/src/test/resources/test-documents/GLDAS_CLM10SUBP_3H.A19790202.0000.001.grb
084fc4229e3aa6cb4bf92346582302c43e2ab5f4,1539,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml
084fc4229e3aa6cb4bf92346582302c43e2ab5f4,1539,M,tika-core/src/test/java/org/apache/tika/TikaDetectionTest.java
084fc4229e3aa6cb4bf92346582302c43e2ab5f4,1539,M,tika-core/src/test/java/org/apache/tika/TypeDetectionBenchmark.java
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,A,tika-parsers/src/test/resources/org/apache/tika/config/TIKA-1558-blacklistsub.xml
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/java/org/apache/tika/parser/BlacklistedParser.java
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/java/org/apache/tika/parser/BlacklistedParserSubclass.java
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/java/org/apache/tika/parser/BlacklistedParserTest.java
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/resources/META-INF/services/org.apache.tika.parser.Parser
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/resources/META-INF/services/org.apache.tika.parser.Parser.blacklist
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/resources/org/apache/tika/parser/blacklist2_file.blacklist2
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,D,tika-core/src/test/resources/org/apache/tika/parser/blacklist_file.blacklist
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,M,CHANGES.txt
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,M,tika-core/src/main/java/org/apache/tika/config/ServiceLoader.java
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,M,tika-core/src/main/java/org/apache/tika/parser/CompositeParser.java
0ca0598bf2a8699b4b3ff7a95913134f80175a0b,1558,M,tika-parsers/src/test/java/org/apache/tika/config/TikaParserConfigTest.java
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,A,tika-core/src/test/resources/org/apache/tika/mime/brwNIMS_2014.dif
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,A,tika-parsers/src/test/resources/test-documents/active_layer_arcss_grid_barrow_alaska_2012.dif
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,A,tika-parsers/src/test/resources/test-documents/carbon_isotopic_values_of_alkanes_extracted_from_paleosols.dif
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,M,CHANGES.txt
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,M,tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java
10ddd21c9bfdb14f0030efa35f6355e2830b09a9,1561,M,tika-core/src/test/java/org/apache/tika/TikaDetectionTest.java
121c6eb3a04d491d1313dc02764869e2ef891b75,1269,M,tika-server/src/main/java/org/apache/tika/server/TikaWelcome.java
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/java/org/apache/tika/parser/BlacklistedParser.java
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/java/org/apache/tika/parser/BlacklistedParserSubclass.java
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/java/org/apache/tika/parser/BlacklistedParserTest.java
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/resources/META-INF/services/org.apache.tika.parser.Parser
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/resources/META-INF/services/org.apache.tika.parser.Parser.blacklist
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/resources/org/apache/tika/parser/blacklist2_file.blacklist2
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,A,tika-core/src/test/resources/org/apache/tika/parser/blacklist_file.blacklist
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,M,CHANGES.txt
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,M,tika-core/src/main/java/org/apache/tika/config/ServiceLoader.java
1773aa6bd3bb9953758a378dfb032e2013f124b1,1558,M,tika-core/src/test/resources/org/apache/tika/mime/custom-mimetypes.xml
1a7f4bc1260ec96e4448e0d869f7d0bf89e82771,1286,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml
1a7f4bc1260ec96e4448e0d869f7d0bf89e82771,1286,M,tika-parsers/src/main/java/org/apache/tika/parser/pkg/ZipContainerDetector.java
1a7f4bc1260ec96e4448e0d869f7d0bf89e82771,1286,M,tika-parsers/src/test/java/org/apache/tika/detect/TestContainerAwareDetector.java
1a7f4bc1260ec96e4448e0d869f7d0bf89e82771,1286,M,tika-parsers/src/test/java/org/apache/tika/mime/TestMimeTypes.java
1ba2014752c6f8eb0eda8dbb3ad44a85acfd1241,1558,M,tika-parsers/src/test/java/org/apache/tika/config/TikaParserConfigTest.java
1ecbb1a1efd43e5a946a55f8d3b1b7eb0dd55c6d,1542,A,tika-parsers/src/test/resources/test-documents/testTrueType3.ttf
1ecbb1a1efd43e5a946a55f8d3b1b7eb0dd55c6d,1542,D,tika-parsers/src/test/resources/test-documents/testTrueType2.ttf
1ecbb1a1efd43e5a946a55f8d3b1b7eb0dd55c6d,1542,M,tika-parsers/src/test/java/org/apache/tika/mime/TestMimeTypes.java
1ecbb1a1efd43e5a946a55f8d3b1b7eb0dd55c6d,1542,M,tika-parsers/src/test/java/org/apache/tika/parser/font/FontParsersTest.java
21575672b3e333930f187041e57f633fb18deae5,1548,M,tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java
21575672b3e333930f187041e57f633fb18deae5,1548,M,tika-parsers/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
2430f0d5b1e41f0de0cced9a5042a412dd189b14,1580,M,tika-parsers/src/test/java/org/apache/tika/parser/isatab/ISArchiveParserTest.java
24eb9206d32f4d47177c6f1a786580439befd70e,1269,M,tika-server/src/main/java/org/apache/tika/server/TikaWelcome.java
24eb9206d32f4d47177c6f1a786580439befd70e,1269,M,tika-server/src/test/java/org/apache/tika/server/TikaVersionTest.java
24eb9206d32f4d47177c6f1a786580439befd70e,1269,M,tika-server/src/test/java/org/apache/tika/server/TikaWelcomeTest.java
25beddde829a8760c3fe64bfbe8a2b1821c1265e,1521,A,tika-parsers/src/test/resources/test-documents/test7Z_protected_passTika.7z
25beddde829a8760c3fe64bfbe8a2b1821c1265e,1521,M,CHANGES.txt
25beddde829a8760c3fe64bfbe8a2b1821c1265e,1521,M,tika-parsers/src/main/java/org/apache/tika/parser/pkg/PackageParser.java
25beddde829a8760c3fe64bfbe8a2b1821c1265e,1521,M,tika-parsers/src/test/java/org/apache/tika/parser/pkg/Seven7ParserTest.java
29bce92ec9fccbf54c9c1dae3398c8d247133a01,1383,M,tika-server/src/test/java/org/apache/tika/server/TikaWelcomeTest.java
2cbd56def874246fda401131ca193c7caf815508,1511,A,tika-parsers/src/test/resources/test-documents/testSqlite3b.db
2cbd56def874246fda401131ca193c7caf815508,1511,M,CHANGES.txt
2cbd56def874246fda401131ca193c7caf815508,1511,M,tika-bundle/pom.xml
2cbd56def874246fda401131ca193c7caf815508,1511,M,tika-parsers/pom.xml
2cbd56def874246fda401131ca193c7caf815508,1511,M,tika-parsers/src/main/appended-resources/META-INF/LICENSE
2cbd56def874246fda401131ca193c7caf815508,1511,M,tika-parsers/src/main/resources/META-INF/services/org.apache.tika.parser.Parser
2ee734dd0770d10575adef67b1dc456ab469cf28,241,A,tika-parsers/src/main/java/org/apache/tika/parser/pkg/RarParser.java
2ee734dd0770d10575adef67b1dc456ab469cf28,241,A,tika-parsers/src/test/java/org/apache/tika/parser/pkg/RarParserTest.java
2ee734dd0770d10575adef67b1dc456ab469cf28,241,M,tika-bundle/pom.xml
2ee734dd0770d10575adef67b1dc456ab469cf28,241,M,tika-parsers/pom.xml
2ee734dd0770d10575adef67b1dc456ab469cf28,241,M,tika-parsers/src/main/resources/META-INF/services/org.apache.tika.parser.Parser
3004267ff84f7a58ceda4b8a49d8e6fa96afff2a,1581,M,CHANGES.txt
3004267ff84f7a58ceda4b8a49d8e6fa96afff2a,1581,M,NOTICE.txt
35e6cebf3b3d27d343b36e361a6b3a73a29edb72,1578,M,tika-parsers/src/main/java/org/apache/tika/parser/hdf/HDFParser.java
35e6cebf3b3d27d343b36e361a6b3a73a29edb72,1578,M,tika-parsers/src/test/java/org/apache/tika/parser/hdf/HDFParserTest.java
35fc6e961c1305f6ce6d3bd9ca0102e936c112ea,1269,M,tika-server/src/main/java/org/apache/tika/server/TikaServerCli.java
37d5170ff3568d994df508cf251593bcf52e8d59,1423,M,tika-parsers/pom.xml
37f1f702c983e429f5b26dab1233cab460d1e6cf,1286,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml
37f1f702c983e429f5b26dab1233cab460d1e6cf,1286,M,tika-parsers/src/test/java/org/apache/tika/detect/TestContainerAwareDetector.java
37f1f702c983e429f5b26dab1233cab460d1e6cf,1286,M,tika-parsers/src/test/java/org/apache/tika/mime/TestMimeTypes.java
3ac8ab431454cd2fd6346edfd4fcdb1128b1914b,1541,M,tika-parsers/src/main/java/org/apache/tika/parser/strings/StringsConfig.java
3ac8ab431454cd2fd6346edfd4fcdb1128b1914b,1541,M,tika-parsers/src/main/java/org/apache/tika/parser/strings/StringsEncoding.java
3ac8ab431454cd2fd6346edfd4fcdb1128b1914b,1541,M,tika-parsers/src/main/java/org/apache/tika/parser/strings/StringsParser.java
3ac8ab431454cd2fd6346edfd4fcdb1128b1914b,1541,M,tika-parsers/src/test/java/org/apache/tika/parser/strings/StringsConfigTest.java
3ac8ab431454cd2fd6346edfd4fcdb1128b1914b,1541,M,tika-parsers/src/test/java/org/apache/tika/parser/strings/StringsParserTest.java
3b590e964e9f497b85dab9600819bede8ac1027f,1483,A,tika-parsers/src/main/java/org/apache/tika/parser/strings/Latin1StringsParser.java
3b590e964e9f497b85dab9600819bede8ac1027f,1483,A,tika-parsers/src/test/java/org/apache/tika/parser/strings/Latin1StringsParserTest.java
3ceee0345ffa25de1b4638b25d33b323c38aa8f7,1521,M,tika-parsers/src/main/java/org/apache/tika/parser/pkg/PackageParser.java
3ceee0345ffa25de1b4638b25d33b323c38aa8f7,1521,M,tika-parsers/src/test/java/org/apache/tika/parser/pkg/Seven7ParserTest.java
424d87ad0426ef5ee08566bc844bce66dda9b5e3,1547,M,CHANGES.txt
