metadata,unique_words,total_words
org.gjt.sp.jedit.View.ViewConfig,17,84
org.gjt.sp.jedit.View.MyFocusTraversalPolicy,13,24
org.gjt.sp.jedit.View.SetCursorVisitor,8,29
org.gjt.sp.jedit.bsh.ClassIdentifier,7,15
org.gjt.sp.jedit.gui.BufferSwitcher,40,112
org.gjt.sp.jedit.gui.BufferSwitcher.BufferSwitcher(EditPane).$1,11,28
org.gjt.sp.jedit.gui.BufferSwitcher.ActionHandler,13,21
org.gjt.sp.jedit.gui.BufferSwitcher.BufferCellRenderer,16,46
org.gjt.sp.jedit.gui.PasteFromListDialog,87,361
org.gjt.sp.jedit.gui.PasteFromListDialog.Renderer,33,75
org.gjt.sp.jedit.gui.PasteFromListDialog.ActionHandler,10,20
org.gjt.sp.jedit.gui.PasteFromListDialog.ListHandler,13,20
org.gjt.sp.jedit.gui.PasteFromListDialog.MouseHandler,8,14
org.gjt.sp.jedit.io.EncodingDetector,32,58
org.gjt.sp.jedit.gui.DockableWindowManagerImpl,184,1675
org.gjt.sp.jedit.gui.DockableWindowManagerImpl.DockableWindowConfig,45,161
org.gjt.sp.jedit.gui.DockableWindowManagerImpl.DockableWindowConfig.PerspectiveHandler,21,80
org.gjt.sp.jedit.gui.DockableWindowManagerImpl.closeCurrentArea().$1,26,52
"org.gjt.sp.jedit.gui.DockableWindowManagerImpl.createPopupMenu(DockableWindowContainer,String,boolean).$2",7,10
"org.gjt.sp.jedit.gui.DockableWindowManagerImpl.createPopupMenu(DockableWindowContainer,String,boolean).$3",19,31
"org.gjt.sp.jedit.gui.DockableWindowManagerImpl.createPopupMenu(DockableWindowContainer,String,boolean).$4",6,8
"org.gjt.sp.jedit.gui.DockableWindowManagerImpl.createPopupMenu(DockableWindowContainer,String,boolean).$5",11,15
"org.gjt.sp.jedit.gui.DockableWindowManagerImpl.createPopupMenu(DockableWindowContainer,String,boolean).$6",28,51
org.gjt.sp.jedit.gui.DockableWindowManagerImpl.Entry,31,112
org.gjt.sp.jedit.menu.DirectoryProvider,62,251
org.gjt.sp.jedit.menu.DirectoryProvider.update(JMenu).$1,8,11
org.gjt.sp.jedit.menu.DirectoryProvider.update(JMenu).$2,10,13
org.gjt.sp.jedit.browser.VFSBrowser,342,3209
"org.gjt.sp.jedit.browser.VFSBrowser.VFSBrowser(View,String,int,boolean,String).$1",11,16
"org.gjt.sp.jedit.browser.VFSBrowser.VFSBrowser(View,String,int,boolean,String).$2",4,4
org.gjt.sp.jedit.browser.VFSBrowser.setDirectory(String).$3,2,2
org.gjt.sp.jedit.browser.VFSBrowser.delete(VFSFile[]).$4,2,2
org.gjt.sp.jedit.browser.VFSBrowser.rename(String).$5,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.rename(String,String).$6",2,2
org.gjt.sp.jedit.browser.VFSBrowser.mkdir().$7,20,66
org.gjt.sp.jedit.browser.VFSBrowser.locateFile(String).$8,7,7
org.gjt.sp.jedit.browser.VFSBrowser.maybeReloadDirectory(String).$9,5,5
org.gjt.sp.jedit.browser.VFSBrowser.ActionHandler,71,198
org.gjt.sp.jedit.browser.VFSBrowser.ActionHandler.resetLater().$1,3,3
org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton,41,85
org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton.MouseHandler,17,31
org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton,44,102
org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.MouseHandler,17,32
org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton,65,217
org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.ActionHandler,36,99
org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.MouseHandler,17,34
org.gjt.sp.jedit.browser.VFSBrowser.DirectoryLoadedAWTRequest,71,205
org.gjt.sp.jedit.browser.VFSBrowser.BrowserActionContext,60,191
org.gjt.sp.jedit.browser.VFSBrowser.HistoryComboBoxEditor,49,172
org.gjt.sp.jedit.browser.VFSBrowser.VFSFileFilterRenderer,16,50
org.gjt.sp.jedit.browser.VFSBrowser.DirectoriesOnlyFilter,15,33
org.gjt.sp.jedit.bsh.org.objectweb.asm.CodeVisitor,218,713
org.gjt.sp.jedit.bsh.Reflect,336,2174
org.gjt.sp.jedit.io.GlobVFSFileFilter,36,95
org.gjt.sp.jedit.bsh.SimpleNode,112,304
org.gjt.sp.jedit.bsh.SimpleNode.$1,9,12
installer.TarHeader,96,640
org.gjt.sp.jedit.OptionPane,42,73
com.microstar.xml.XmlHandler,147,681
org.gjt.sp.jedit.menu.ReloadWithEncodingProvider,78,287
org.gjt.sp.jedit.BeanShellFacade<T>,127,562
org.gjt.sp.jedit.gui.CompleteWord,120,727
org.gjt.sp.jedit.gui.CompleteWord.getVisibleBuffers().$1,7,11
org.gjt.sp.jedit.gui.CompleteWord.Completion,9,31
org.gjt.sp.jedit.gui.CompleteWord.Words,29,94
org.gjt.sp.jedit.EBPlugin,29,66
org.gjt.sp.jedit.bsh.CollectionManager,51,126
org.gjt.sp.jedit.bsh.CollectionManager.BasicBshIterator,40,146
org.gjt.sp.jedit.bsh.CollectionManager.BasicBshIterator.createEnumeration(Object).$1,6,13
org.gjt.sp.jedit.gui.JEditHistoryModelSaver,98,396
org.gjt.sp.jedit.syntax.ModeProvider,87,315
org.gjt.sp.jedit.syntax.ModeProvider.loadMode(Mode).$1,10,27
org.gjt.sp.jedit.gui.DynamicContextMenuService,38,78
org.gjt.sp.jedit.syntax.DefaultTokenHandler,54,227
org.gjt.sp.jedit.bufferio.BufferAutosaveRequest,54,135
org.gjt.sp.jedit.bsh.BSHPackageDeclaration,21,37
org.gjt.sp.jedit.gui.statusbar.StatusWidgetFactory,15,28
org.gjt.sp.jedit.OptionGroup,64,284
org.gjt.sp.jedit.gui.ExtendedGridLayout,282,4508
org.gjt.sp.jedit.gui.ExtendedGridLayout.LayoutSize,5,5
org.gjt.sp.jedit.search.AllBufferSet,50,122
org.gjt.sp.jedit.Macros,188,1394
org.gjt.sp.jedit.Macros.Macro,25,99
org.gjt.sp.jedit.Macros.Recorder,72,246
org.gjt.sp.jedit.Macros.Handler,62,163
org.gjt.sp.jedit.Macros.BeanShellHandler,22,85
org.gjt.sp.jedit.msg.EditorStarted,19,30
org.gjt.sp.jedit.gui.statusbar.RectSelectWidgetFactory,11,24
org.gjt.sp.jedit.gui.statusbar.RectSelectWidgetFactory.RectSelectWidget,45,111
org.gjt.sp.jedit.gui.statusbar.RectSelectWidgetFactory.RectSelectWidget.RectSelectWidget(View).$1,12,17
org.gjt.sp.jedit.gui.FilteredListModel<E>,104,443
org.gjt.sp.jedit.gui.FilteredListModel<E>.setFilter(String).$1,30,81
org.gjt.sp.jedit.menu.FavoritesProvider,40,116
org.gjt.sp.jedit.menu.FavoritesProvider.update(JMenu).$1,8,11
org.gjt.sp.jedit.menu.FavoritesProvider.update(JMenu).$2,10,13
org.gjt.sp.jedit.EBComponent,45,69
org.gjt.sp.jedit.bsh.DelayedEvalBshMethod,49,201
org.gjt.sp.jedit.bsh.Capabilities,77,146
org.gjt.sp.jedit.bsh.Capabilities.Unavailable,16,18
org.gjt.sp.jedit.bsh.BSHAssignment,84,336
org.gjt.sp.jedit.bsh.BSHClassDeclaration,48,131
org.gjt.sp.jedit.AbstractOptionPane,106,804
org.gjt.sp.jedit.bsh.JJTParserState,59,222
org.gjt.sp.jedit.JEditBeanShellAction,80,282
org.gjt.sp.jedit.JEditBeanShellAction.MyBeanShellFacade,24,66
macosx.MacOSXPlugin,163,569
macosx.MacOSXPlugin.osok().$1,10,11
org.gjt.sp.jedit.ActionListHandler,68,301
org.gjt.sp.jedit.Mode,125,757
macosx.OSXAdapter,123,588
"macosx.OSXAdapter.setFileHandler(Object,Method).$1",17,40
com.microstar.xml.XmlParser,644,7570
installer.OperatingSystem,31,65
installer.OperatingSystem.OSTask,16,62
installer.OperatingSystem.Unix,41,87
installer.OperatingSystem.Unix.ScriptOSTask,59,149
installer.OperatingSystem.Unix.ManPageOSTask,31,64
installer.OperatingSystem.MacOS,13,18
installer.OperatingSystem.Windows,29,52
installer.OperatingSystem.Windows.JEditLauncherOSTask,34,59
installer.OperatingSystem.HalfAnOS,8,12
installer.OperatingSystem.VMS,9,13
org.gjt.sp.jedit.bsh.ReflectError,4,8
org.gjt.sp.jedit.bsh.BSHTryStatement,107,324
QuickNotepadActions,8,9
org.gjt.sp.jedit.search.HyperSearchNode,10,14
org.gjt.sp.jedit.gui.TipOfTheDay,96,304
org.gjt.sp.jedit.gui.TipOfTheDay.ActionHandler,16,29
org.gjt.sp.jedit.bsh.TokenMgrError,85,245
installer.ConsoleProgress,21,33
installer.InvalidHeaderException,5,13
org.gjt.sp.jedit.browser.BrowserView,172,813
org.gjt.sp.jedit.browser.BrowserView.BrowserView(VFSBrowser).$1,27,40
"org.gjt.sp.jedit.browser.BrowserView.showFilePopup(VFSFile[],Component,Point).$2",13,29
"org.gjt.sp.jedit.browser.BrowserView.showFilePopup(VFSFile[],Component,Point).$2.popupMenuWillBecomeInvisible(PopupMenuEvent).$1",8,12
org.gjt.sp.jedit.browser.BrowserView.ParentDirectoryRenderer,38,142
org.gjt.sp.jedit.browser.BrowserView.ParentMouseHandler,39,123
org.gjt.sp.jedit.browser.BrowserView.TableMouseHandler,50,242
org.gjt.sp.jedit.browser.BrowserView.LoadingPlaceholder,2,2
org.gjt.sp.jedit.browser.BrowserView.ParentDirectoryList,73,285
de.masters_of_disaster.ant.tasks.ar.ArConstants,26,71
de.masters_of_disaster.ant.tasks.deb.Deb,112,1085
org.gjt.sp.jedit.bufferio.BufferSaveRequest,100,412
org.gjt.sp.jedit.bsh.ClassGeneratorUtil,327,2544
org.gjt.sp.jedit.bsh.ClassGeneratorUtil.ConstructorArgs,20,62
org.gjt.sp.jedit.bsh.BshIterator,21,30
org.gjt.sp.jedit.JARClassLoader,142,796
org.gjt.sp.jedit.JARClassLoader.getResources(String).SingleElementEnumeration,7,25
org.gjt.sp.jedit.bsh.ParseException,137,584
org.gjt.sp.jedit.bsh.BSHTypedVariableDeclaration,41,158
org.gjt.sp.jedit.bsh.BSHAllocationExpression,151,744
org.gjt.sp.jedit.menu.DynamicMenuProvider,35,58
org.gjt.sp.jedit.Autosave,46,133
installer.InstallThread,77,204
installer.NonInteractiveInstall,40,133
org.gjt.sp.jedit.buffer.BufferSegment,30,123
org.gjt.sp.jedit.ActionContext,33,98
org.gjt.sp.jedit.bsh.BSHPrimaryExpression,37,162
installer.BZip2Constants,32,39
org.gjt.sp.jedit.bsh.NameSpace,467,3225
org.gjt.sp.jedit.bsh.NameSpace.CommandPathEntry,5,16
net.sourceforge.jarbundler.DocumentType,68,237
org.gjt.sp.jedit.bsh.org.objectweb.asm.Edge,23,54
installer.ConsoleInstall,59,241
org.gjt.sp.jedit.EBMessage,49,112
org.gjt.sp.jedit.bsh.Parser,329,7536
org.gjt.sp.jedit.bsh.Parser.LookaheadSuccess,5,5
installer.TarInputStream,107,711
installer.TarInputStream.EntryFactory,12,26
installer.TarInputStream.EntryAdapter,13,38
org.gjt.sp.jedit.RegisterSaver,15,19
org.gjt.sp.jedit.textarea.TextArea,686,11887
org.gjt.sp.jedit.textarea.TextArea.initInputHandler().$1,10,14
org.gjt.sp.jedit.textarea.TextArea.initInputHandler().$2,7,12
org.gjt.sp.jedit.textarea.TextArea.RectParams,7,31
org.gjt.sp.jedit.textarea.TextArea.CaretBlinker,12,23
org.gjt.sp.jedit.textarea.TextArea.MutableCaretEvent,10,28
org.gjt.sp.jedit.textarea.TextArea.AdjustHandler,18,31
org.gjt.sp.jedit.textarea.TextArea.FocusHandler,19,77
org.gjt.sp.jedit.textarea.TextArea.MouseWheelHandler,37,130
org.gjt.sp.jedit.textarea.TextArea.$3,9,12
org.gjt.sp.jedit.bsh.BSHReturnType,14,44
org.gjt.sp.jedit.bsh.Token,70,159
org.gjt.sp.jedit.bsh.Name,339,2184
de.masters_of_disaster.ant.tasks.calculatesize.CalculateSize,46,241
org.gjt.sp.jedit.bsh.BlockNameSpace,93,330
org.gjt.sp.jedit.EditBus,154,532
org.gjt.sp.jedit.EditBus.EBHandler,8,10
org.gjt.sp.jedit.EditBus.EBMessageHandler,6,24
org.gjt.sp.jedit.EditBus.HandlerList,51,176
net.sourceforge.jarbundler.AppBundleProperties,73,505
org.gjt.sp.jedit.bsh.StringUtil,43,145
installer.TarOutputStream,104,585
org.gjt.sp.jedit.bsh.BSHEnhancedForStatement,75,231
org.gjt.sp.jedit.bsh.BSHThrowStatement,24,47
org.gjt.sp.jedit.bsh.classpath.ClassManagerImpl,268,1055
org.gjt.sp.jedit.SettingsReloader,51,174
org.gjt.sp.jedit.BeanShell,163,1245
org.gjt.sp.jedit.BeanShell.MyBeanShellFacade,51,185
org.gjt.sp.jedit.EditAction,79,262
org.gjt.sp.jedit.EditAction.Wrapper,41,91
org.gjt.sp.jedit.EditPlugin,310,2195
org.gjt.sp.jedit.EditPlugin.Broken,11,32
org.gjt.sp.jedit.EditPlugin.Deferred,12,40
com.microstar.xml.HandlerBase,86,446
org.gjt.sp.jedit.bsh.ClassPathException,7,10
org.gjt.sp.jedit.jEdit,746,8960
org.gjt.sp.jedit.jEdit.loadMode(Mode).$1,24,70
"org.gjt.sp.jedit.jEdit.pluginError(String,String,Object[]).$2",4,4
org.gjt.sp.jedit.jEdit.initMisc().$3,19,39
org.gjt.sp.jedit.jEdit.initMisc().$4,20,64
org.gjt.sp.jedit.jEdit.initMisc().$5,7,9
org.gjt.sp.jedit.jEdit.FirewallAuthenticator,5,16
"org.gjt.sp.jedit.jEdit.finishStartup(boolean,boolean,boolean,String,String[]).$6",48,98
"org.gjt.sp.jedit.jEdit.gotoMarker(View,Buffer,String).$7",32,104
"org.gjt.sp.jedit.jEdit.loadModeCatalog(String,boolean).$8",6,11
org.gjt.sp.jedit.jEdit.MyFocusManager,26,73
org.gjt.sp.jedit.jEdit.JEditPropertyManager,5,15
org.gjt.sp.jedit.jEdit.DockingLayoutSetter,13,49
org.gjt.sp.jedit.JEditActionSet<E>,197,981
org.gjt.sp.jedit.bsh.BSHBlock,57,227
org.gjt.sp.jedit.bsh.BSHBlock.NodeFilter,4,6
installer.SwingInstall,108,473
installer.SwingInstall.ActionHandler,18,37
installer.SwingInstall.WindowHandler,8,11
installer.SwingInstall.WizardLayout,37,271
installer.SwingInstall.TextPanel,27,62
installer.SwingInstall.DirVerifier,49,187
installer.SwingInstall.DirVerifier.verify(JComponent).$1,6,8
installer.SwingInstall.DirVerifier.verify(JComponent).$2,7,9
installer.SwingInstall.ChooseDirectory,67,224
installer.SwingInstall.ChooseDirectory.ChooseDirectory().$1,6,7
installer.SwingInstall.ChooseDirectory.ActionHandler,26,64
installer.SwingInstall.SelectComponents,56,167
installer.SwingInstall.SwingProgress,25,70
installer.SwingInstall.SwingProgress.setMaximum(int).$1,5,5
installer.SwingInstall.SwingProgress.advance(int).$2,4,7
installer.SwingInstall.SwingProgress.done().$3,4,5
installer.SwingInstall.SwingProgress.error(String).$4,11,15
installer.SwingInstall.SwingProgress.message(String).$5,5,5
QuickNotepadPlugin,13,19
org.gjt.sp.jedit.gui.ActionBar,117,456
org.gjt.sp.jedit.gui.ActionBar.invoke().$1,19,30
org.gjt.sp.jedit.gui.ActionBar.ActionHandler,13,21
org.gjt.sp.jedit.gui.ActionBar.DocumentHandler,12,34
org.gjt.sp.jedit.gui.ActionBar.ActionTextField,54,200
org.gjt.sp.jedit.gui.ActionBar.ActionTextField.passToView(KeyEvent).$1,16,23
org.gjt.sp.jedit.gui.ActionBar.CompletionPopup,56,131
org.gjt.sp.jedit.gui.ActionBar.CompletionPopup.CompletionPopup(String[]).$1,14,19
org.gjt.sp.jedit.gui.ActionBar.CompletionPopup.MouseHandler,8,13
org.gjt.sp.jedit.gui.ActionBar.CompletionPopup.CompletionList,9,21
org.gjt.sp.jedit.gui.ActionBar.CompletionPopup.KeyHandler,21,80
org.gjt.sp.jedit.JEditRegistersListener,17,26
org.gjt.sp.jedit.bsh.BSHAmbiguousName,35,136
org.gjt.sp.jedit.bsh.org.objectweb.asm.ByteVector,33,297
installer.TarEntry,127,1231
org.gjt.sp.jedit.BufferHistory,112,575
org.gjt.sp.jedit.BufferHistory.Entry,10,43
org.gjt.sp.jedit.BufferHistory.RecentHandler,37,108
org.gjt.sp.jedit.bsh.This,198,730
org.gjt.sp.jedit.bufferio.BufferIORequest,171,767
"org.gjt.sp.jedit.bufferio.BufferIORequest.getFirstGuiltyCharacterIndex(Encoding,Segment).$1",1,1
org.gjt.sp.jedit.gui.RegisterViewer,106,517
org.gjt.sp.jedit.gui.RegisterViewer.Renderer,32,108
org.gjt.sp.jedit.gui.RegisterViewer.ListHandler,23,66
org.gjt.sp.jedit.gui.RegisterViewer.MouseHandler,31,74
org.gjt.sp.jedit.gui.RegisterViewer.MouseHandler.mouseClicked(MouseEvent).$1,5,6
org.gjt.sp.jedit.gui.RegisterViewer.DocumentHandler,21,55
org.gjt.sp.jedit.gui.RegisterViewer.FocusHandler,11,30
QuickNotepad,111,399
org.gjt.sp.jedit.Registers,131,869
org.gjt.sp.jedit.Registers.Register,7,13
org.gjt.sp.jedit.Registers.ClipboardRegister,62,159
org.gjt.sp.jedit.Registers.StringRegister,15,40
org.gjt.sp.jedit.gui.AbstractContextOptionPane,106,500
org.gjt.sp.jedit.gui.AbstractContextOptionPane.MenuItemCompare,9,21
org.gjt.sp.jedit.gui.AbstractContextOptionPane.MenuItem,9,28
org.gjt.sp.jedit.gui.AbstractContextOptionPane.ActionHandler,59,260
org.gjt.sp.jedit.gui.AbstractContextOptionPane.ListHandler,10,13
org.gjt.sp.jedit.bsh.ReflectManager,40,95
org.gjt.sp.jedit.GUIUtilities,474,4994
org.gjt.sp.jedit.GUIUtilities.UnixWorkaround,36,120
org.gjt.sp.jedit.GUIUtilities.UnixWorkaround.ComponentHandler,30,88
org.gjt.sp.jedit.GUIUtilities.UnixWorkaround.WindowHandler,24,60
"org.gjt.sp.jedit.GUIUtilities.requestFocus(Window,Component).$1",13,16
"org.gjt.sp.jedit.GUIUtilities.requestFocus(Window,Component).$1.windowGainedFocus(WindowEvent).$1",5,5
org.gjt.sp.jedit.GUIUtilities.SizeSaver,55,179
org.gjt.sp.jedit.GUIUtilities.SizeSaver.componentMoved(ComponentEvent).$1,5,7
org.gjt.sp.jedit.GUIUtilities.SizeSaver.componentMoved(ComponentEvent).$2,11,11
net.sourceforge.jarbundler.Service,91,439
org.gjt.sp.util.IOUtilities,80,385
org.gjt.sp.jedit.gui.BufferOptions,41,151
org.gjt.sp.jedit.gui.BufferOptions.ActionHandler,10,20
org.gjt.sp.jedit.msg.ViewUpdate,32,91
org.gjt.sp.jedit.bsh.BSHStatementExpressionList,18,34
installer.Install,69,212
org.gjt.sp.jedit.bsh.BSHArrayDimensions,68,261
org.gjt.sp.jedit.ServiceListHandler,63,227
org.gjt.sp.jedit.io.FileRootsVFS,50,176
org.gjt.sp.jedit.io.FileRootsVFS.Root,36,111
org.gjt.sp.jedit.Abbrevs,137,966
org.gjt.sp.jedit.Abbrevs.Expansion,34,98
org.gjt.sp.jedit.browser.VFSFileNameField,105,564
org.gjt.sp.jedit.gui.NumericTextField,22,51
org.gjt.sp.jedit.bsh.CommandLineReader,44,76
org.gjt.sp.jedit.gui.DockableLayout,76,1162
org.gjt.sp.jedit.bufferset.BufferSetListener,17,73
org.gjt.sp.jedit.buffer.DefaultFoldHandlerProvider,34,93
de.masters_of_disaster.ant.tasks.ar.ArEntry,87,548
org.gjt.sp.jedit.msg.BufferChanging,32,82
org.gjt.sp.jedit.RegistersListener,15,16
org.gjt.sp.jedit.Buffer,453,3957
"org.gjt.sp.jedit.Buffer.load(View,boolean).$1",46,135
"org.gjt.sp.jedit.Buffer.save(View,String,boolean,boolean).$2",19,24
org.gjt.sp.jedit.Buffer.TokenList,4,7
org.gjt.sp.jedit.Buffer.setPath(String).$3,7,13
org.gjt.sp.jedit.Buffer.recoverAutosave(View).$4,8,8
"org.gjt.sp.jedit.Buffer.finishSaving(View,String,String,String,boolean,boolean).$5",11,33
org.gjt.sp.jedit.bsh.org.objectweb.asm.Label,134,564
net.sourceforge.jarbundler.PropertyListWriter,142,1220
org.gjt.sp.jedit.bsh.BSHReturnStatement,20,34
de.masters_of_disaster.ant.tasks.ar.ArUtils,29,270
org.gjt.sp.jedit.SettingsXML,49,147
org.gjt.sp.jedit.SettingsXML.Saver,40,123
org.gjt.sp.jedit.bsh.BSHIfStatement,26,94
QuickNotepadToolPanel,46,157
QuickNotepadToolPanel.QuickNotepadToolPanel(QuickNotepad).$1,11,12
QuickNotepadToolPanel.QuickNotepadToolPanel(QuickNotepad).$2,11,12
QuickNotepadToolPanel.QuickNotepadToolPanel(QuickNotepad).$3,11,12
org.gjt.sp.jedit.PluginJAR,314,2908
org.gjt.sp.jedit.PluginJAR.PluginDepends,5,8
org.gjt.sp.jedit.PluginJAR.startPluginLater().$1,4,4
org.gjt.sp.jedit.PluginJAR.PluginCacheEntry,76,628
org.gjt.sp.jedit.bsh.Variable,50,223
net.sourceforge.jarbundler.JarBundler,423,3665
org.gjt.sp.jedit.JEditRegisterSaver,52,191
org.gjt.sp.jedit.JEditRegisterSaver.RegistersHandler,32,104
org.gjt.sp.jedit.gui.FloatingWindowContainer,95,360
org.gjt.sp.jedit.gui.FloatingWindowContainer.show(DockableWindowManagerImpl.Entry).$1,6,15
org.gjt.sp.jedit.gui.FloatingWindowContainer.MouseHandler,24,45
installer.CBZip2InputStream,137,830
org.gjt.sp.jedit.PropertyManager,37,280
org.gjt.sp.jedit.bsh.BSHPrimitiveType,5,11
org.gjt.sp.jedit.ModeCatalogHandler,50,175
org.gjt.sp.jedit.EditServer,191,600
"org.gjt.sp.jedit.EditServer.handleClient(Socket,DataInputStream).$1",21,49
org.gjt.sp.jedit.gui.JCheckBoxList,59,346
org.gjt.sp.jedit.gui.JCheckBoxList.Entry,8,28
