score,alpha,eta,num_topics
0.59898373983739828,0.3,0.5,50
0.67347560975609744,0.3,0.5,100
0.45670731707317075,0.3,0.5,150
0.40487804878048783,0.3,0.5,200
0.3855691056910569,0.3,0.5,250
0.37693089430894305,0.3,0.5,300
0.38099593495934958,0.3,0.5,350
0.37845528455284555,0.3,0.5,400
0.35558943089430894,0.3,0.5,450
0.3540650406504065,0.3,0.5,500
0.61778455284552847,0.3,0.6,50
0.67876016260162597,0.3,0.6,100
0.46941056910569112,0.3,0.6,150
0.40487804878048783,0.3,0.6,200
0.40792682926829271,0.3,0.6,250
0.40081300813008131,0.3,0.6,300
0.3563008130081301,0.3,0.6,350
0.37286585365853658,0.3,0.6,400
0.37235772357723573,0.3,0.6,450
0.35965447154471547,0.3,0.6,500
0.5964430894308943,0.3,0.7,50
0.64268292682926831,0.3,0.7,100
0.4780487804878048,0.3,0.7,150
0.40233739837398386,0.3,0.7,200
0.42520325203252035,0.3,0.7,250
0.39674796747967478,0.3,0.7,300
0.37642276422764226,0.3,0.7,350
0.3703252032520325,0.3,0.7,400
0.38404471544715446,0.3,0.7,450
0.37337398373983738,0.3,0.7,500
0.58831300813008136,0.3,0.8,50
0.67906504065040652,0.3,0.8,100
0.47652439024390247,0.3,0.8,150
0.43841463414634152,0.3,0.8,200
0.4104674796747968,0.3,0.8,250
0.40030487804878051,0.3,0.8,300
0.37743902439024396,0.3,0.8,350
0.36422764227642279,0.3,0.8,400
0.37591463414634146,0.3,0.8,450
0.3779471544715447,0.3,0.8,500
0.59359756097560967,0.3,0.9,50
0.69126016260162604,0.3,0.9,100
0.50701219512195128,0.3,0.9,150
0.47093495934959351,0.3,0.9,200
0.3962398373983741,0.3,0.9,250
0.41504065040650406,0.3,0.9,300
0.38150406504065038,0.3,0.9,350
0.38048780487804879,0.3,0.9,400
0.37286585365853658,0.3,0.9,450
0.37540650406504061,0.3,0.9,500
0.61829268292682926,0.3,1.0,50
0.67825203252032529,0.3,1.0,100
0.48414634146341468,0.3,1.0,150
0.42215447154471553,0.3,1.0,200
0.40386178861788619,0.3,1.0,250
0.39827235772357722,0.3,1.0,300
0.38861788617886173,0.3,1.0,350
0.3779471544715447,0.3,1.0,400
0.38048780487804879,0.3,1.0,450
0.38912601626016258,0.3,1.0,500
0.60762195121951224,0.3,auto,50
0.45467479674796746,0.3,auto,100
0.39268292682926831,0.3,auto,150
0.36524390243902444,0.3,auto,200
0.35152439024390247,0.3,auto,250
0.34085365853658534,0.3,auto,300
0.33424796747967478,0.3,auto,350
0.33373983739837398,0.3,auto,400
0.33170731707317075,0.3,auto,450
0.33221544715447154,0.3,auto,500
0.63201219512195128,0.3,,50
0.43739837398373982,0.3,,100
0.37743902439024385,0.3,,150
0.35487804878048784,0.3,,200
0.34542682926829266,0.3,,250
0.33831300813008131,0.3,,300
0.33018292682926831,0.3,,350
0.33526422764227642,0.3,,400
0.33729674796747966,0.3,,450
0.33272357723577234,0.3,,500
0.52815040650406508,0.4,0.1,50
0.4264227642276423,0.4,0.1,100
0.36981707317073176,0.4,0.1,150
0.35020325203252034,0.4,0.1,200
0.34034552845528454,0.4,0.1,250
0.33831300813008131,0.4,0.1,300
0.34593495934959351,0.4,0.1,350
0.33831300813008125,0.4,0.1,400
0.33221544715447154,0.4,0.1,450
0.33475609756097563,0.4,0.1,500
0.52418699186991868,0.4,0.2,50
0.45569105691056905,0.4,0.2,100
0.38810975609756099,0.4,0.2,150
0.37357723577235774,0.4,0.2,200
0.34563008130081302,0.4,0.2,250
0.34441056910569101,0.4,0.2,300
0.34745934959349595,0.4,0.2,350
0.34339430894308942,0.4,0.2,400
0.34237804878048778,0.4,0.2,450
0.34390243902439022,0.4,0.2,500
0.53191056910569101,0.4,0.3,50
0.45315040650406502,0.4,0.3,100
0.40843495934959356,0.4,0.3,150
0.3698170731707317,0.4,0.3,200
0.36727642276422767,0.4,0.3,250
0.35965447154471542,0.4,0.3,300
0.35558943089430894,0.4,0.3,350
0.35863821138211383,0.4,0.3,400
0.34745934959349595,0.4,0.3,450
0.34034552845528454,0.4,0.3,500
0.52225609756097569,0.4,0.4,50
0.62591463414634152,0.4,0.4,100
0.40945121951219515,0.4,0.4,150
0.3720528455284553,0.4,0.4,200
0.36422764227642274,0.4,0.4,250
0.35508130081300815,0.4,0.4,300
0.36117886178861791,0.4,0.4,350
0.36219512195121945,0.4,0.4,400
0.35609756097560979,0.4,0.4,450
0.34847560975609754,0.4,0.4,500
0.51666666666666672,0.4,0.5,50
0.6604674796747968,0.4,0.5,100
0.42743902439024395,0.4,0.5,150
0.38353658536585361,0.4,0.5,200
0.37083333333333329,0.4,0.5,250
0.37286585365853658,0.4,0.5,300
0.36321138211382109,0.4,0.5,350
0.35508130081300815,0.4,0.5,400
0.3563008130081301,0.4,0.5,450
0.35304878048780486,0.4,0.5,500
0.51615853658536592,0.4,0.6,50
0.64623983739837398,0.4,0.6,100
0.42164634146341468,0.4,0.6,150
0.3779471544715447,0.4,0.6,200
0.37693089430894305,0.4,0.6,250
0.37388211382113823,0.4,0.6,300
0.36900406504065042,0.4,0.6,350
0.36524390243902438,0.4,0.6,400
0.36778455284552841,0.4,0.6,450
0.34847560975609759,0.4,0.6,500
0.50040650406504061,0.4,0.7,50
0.66788617886178858,0.4,0.7,100
0.42723577235772353,0.4,0.7,150
0.3860772357723577,0.4,0.7,200
0.38404471544715446,0.4,0.7,250
0.36981707317073176,0.4,0.7,300
0.36524390243902433,0.4,0.7,350
0.37388211382113823,0.4,0.7,400
0.36626016260162597,0.4,0.7,450
0.36778455284552841,0.4,0.7,500
0.5197154471544716,0.4,0.8,50
0.65741869918699181,0.4,0.8,100
0.42164634146341468,0.4,0.8,150
0.38252032520325202,0.4,0.8,200
0.37540650406504061,0.4,0.8,250
0.36422764227642279,0.4,0.8,300
0.37489837398373982,0.4,0.8,350
0.36778455284552841,0.4,0.8,400
0.35355691056910565,0.4,0.8,450
0.36524390243902438,0.4,0.8,500
0.51788617886178856,0.4,0.9,50
0.63302845528455287,0.4,0.9,100
0.44756097560975611,0.4,0.9,150
0.40538617886178863,0.4,0.9,200
0.38099593495934958,0.4,0.9,250
0.38353658536585361,0.4,0.9,300
0.36727642276422767,0.4,0.9,350
0.36778455284552847,0.4,0.9,400
0.37693089430894305,0.4,0.9,450
0.36321138211382109,0.4,0.9,500
0.47855691056910571,0.4,1.0,50
0.68180894308943085,0.4,1.0,100
0.44095528455284549,0.4,1.0,150
0.41199186991869924,0.4,1.0,200
0.39115853658536587,0.4,1.0,250
0.38556910569105685,0.4,1.0,300
0.37743902439024396,0.4,1.0,350
0.36575203252032523,0.4,1.0,400
0.37032520325203255,0.4,1.0,450
0.38099593495934964,0.4,1.0,500
0.5192073170731708,0.4,auto,50
0.409959349593496,0.4,auto,100
0.35762195121951218,0.4,auto,150
0.34949186991869918,0.4,auto,200
0.34491869918699186,0.4,auto,250
0.34136178861788619,0.4,auto,300
0.33678861788617886,0.4,auto,350
0.33729674796747966,0.4,auto,400
0.33323170731707319,0.4,auto,450
0.33983739837398375,0.4,auto,500
0.50599593495934958,0.4,,50
0.42489837398373986,0.4,,100
0.36575203252032518,0.4,,150
0.34441056910569101,0.4,,200
0.34085365853658534,0.4,,250
0.3393292682926829,0.4,,300
0.34339430894308942,0.4,,350
0.3306910569105691,0.4,,400
0.33628048780487807,0.4,,450
0.33577235772357722,0.4,,500
0.47449186991869918,0.5,0.1,50
0.41067073170731705,0.5,0.1,100
0.3545731707317073,0.5,0.1,150
0.34949186991869918,0.5,0.1,200
0.34237804878048778,0.5,0.1,250
0.34034552845528454,0.5,0.1,300
0.34288617886178863,0.5,0.1,350
0.33475609756097563,0.5,0.1,400
0.33678861788617886,0.5,0.1,450
0.3393292682926829,0.5,0.1,500
0.45467479674796757,0.5,0.2,50
0.42520325203252035,0.5,0.2,100
0.36067073170731706,0.5,0.2,150
0.34949186991869918,0.5,0.2,200
0.34034552845528454,0.5,0.2,250
0.33932926829268295,0.5,0.2,300
0.3469512195121951,0.5,0.2,350
0.34034552845528454,0.5,0.2,400
0.34339430894308942,0.5,0.2,450
0.33983739837398375,0.5,0.2,500
0.46656504065040649,0.5,0.3,50
0.60711382113821133,0.5,0.3,100
0.38252032520325202,0.5,0.3,150
0.35660569105691059,0.5,0.3,200
0.35355691056910571,0.5,0.3,250
0.34745934959349595,0.5,0.3,300
0.34542682926829271,0.5,0.3,350
0.35762195121951218,0.5,0.3,400
0.34796747967479674,0.5,0.3,450
0.35203252032520327,0.5,0.3,500
0.46686991869918698,0.5,0.4,50
0.41961382113821138,0.5,0.4,100
0.37489837398373982,0.5,0.4,150
0.36117886178861791,0.5,0.4,200
0.36371951219512194,0.5,0.4,250
0.35304878048780486,0.5,0.4,300
0.35152439024390242,0.5,0.4,350
0.34593495934959351,0.5,0.4,400
0.34186991869918698,0.5,0.4,450
0.35050813008130083,0.5,0.4,500
0.4638211382113821,0.5,0.5,50
0.59796747967479669,0.5,0.5,100
0.4089430894308943,0.5,0.5,150
0.38150406504065038,0.5,0.5,200
0.36422764227642279,0.5,0.5,250
0.36016260162601621,0.5,0.5,300
0.36168699186991865,0.5,0.5,350
0.34898373983739839,0.5,0.5,400
0.35304878048780486,0.5,0.5,450
0.34491869918699186,0.5,0.5,500
0.45518292682926831,0.5,0.6,50
0.59034552845528454,0.5,0.6,100
0.40081300813008131,0.5,0.6,150
0.37388211382113817,0.5,0.6,200
0.3621951219512195,0.5,0.6,250
0.3774390243902439,0.5,0.6,300
0.36778455284552841,0.5,0.6,350
0.36321138211382109,0.5,0.6,400
0.35711382113821138,0.5,0.6,450
0.35762195121951218,0.5,0.6,500
0.46026422764227642,0.5,0.7,50
0.60406504065040645,0.5,0.7,100
0.39420731707317069,0.5,0.7,150
0.38912601626016263,0.5,0.7,200
0.37286585365853658,0.5,0.7,250
0.35660569105691059,0.5,0.7,300
0.36321138211382109,0.5,0.7,350
0.36880081300813011,0.5,0.7,400
0.35304878048780486,0.5,0.7,450
0.35965447154471547,0.5,0.7,500
0.44705284552845537,0.5,0.8,50
0.59491869918699181,0.5,0.8,100
0.4089430894308943,0.5,0.8,150
0.38353658536585367,0.5,0.8,200
0.37134146341463414,0.5,0.8,250
0.37235772357723573,0.5,0.8,300
0.36117886178861791,0.5,0.8,350
0.35558943089430894,0.5,0.8,400
0.35660569105691059,0.5,0.8,450
0.3545731707317073,0.5,0.8,500
0.46483739837398386,0.5,0.9,50
0.59237804878048783,0.5,0.9,100
0.40284552845528454,0.5,0.9,150
0.3779471544715447,0.5,0.9,200
0.36524390243902438,0.5,0.9,250
0.37540650406504061,0.5,0.9,300
0.35965447154471547,0.5,0.9,350
0.3621951219512195,0.5,0.9,400
0.35762195121951218,0.5,0.9,450
0.35914634146341462,0.5,0.9,500
0.45010162601626014,0.5,1.0,50
0.62134146341463414,0.5,1.0,100
0.40487804878048783,0.5,1.0,150
0.3713414634146342,0.5,1.0,200
0.37032520325203255,0.5,1.0,250
0.36626016260162603,0.5,1.0,300
0.35863821138211383,0.5,1.0,350
0.37032520325203255,0.5,1.0,400
0.36829268292682932,0.5,1.0,450
0.35660569105691059,0.5,1.0,500
0.43333333333333329,0.5,auto,50
0.40081300813008119,0.5,auto,100
0.35254065040650406,0.5,auto,150
0.34288617886178863,0.5,auto,200
0.34949186991869918,0.5,auto,250
0.45416666666666666,0.5,auto,300
0.44197154471544725,0.5,auto,350
0.46382113821138216,0.5,auto,400
0.41097560975609759,0.5,auto,450
0.426219512195122,0.5,auto,500
0.45315040650406502,0.5,,50
0.38658536585365849,0.5,,100
0.35101626016260162,0.5,,150
0.3545731707317073,0.5,,200
0.46991869918699186,0.5,,250
0.49278455284552841,0.5,,300
0.41097560975609759,0.5,,350
0.41758130081300815,0.5,,400
0.44197154471544725,0.5,,450
0.43638211382113817,0.5,,500
0.40558943089430893,0.6,0.1,50
0.39623983739837398,0.6,0.1,100
0.35660569105691059,0.6,0.1,150
0.33526422764227642,0.6,0.1,200
0.34258130081300814,0.6,0.1,250
0.34186991869918698,0.6,0.1,300
0.3393292682926829,0.6,0.1,350
0.3403455284552846,0.6,0.1,400
0.34441056910569107,0.6,0.1,450
0.3464430894308943,0.6,0.1,500
0.426219512195122,0.6,0.2,50
0.40792682926829271,0.6,0.2,100
0.35914634146341468,0.6,0.2,150
0.34186991869918698,0.6,0.2,200
0.34491869918699186,0.6,0.2,250
0.34796747967479674,0.6,0.2,300
0.35152439024390242,0.6,0.2,350
0.34745934959349595,0.6,0.2,400
0.34339430894308942,0.6,0.2,450
0.34491869918699186,0.6,0.2,500
0.42317073170731712,0.6,0.3,50
0.59237804878048783,0.6,0.3,100
0.37235772357723579,0.6,0.3,150
0.35863821138211383,0.6,0.3,200
0.34085365853658534,0.6,0.3,250
0.34847560975609754,0.6,0.3,300
0.34796747967479674,0.6,0.3,350
0.35254065040650406,0.6,0.3,400
0.34796747967479674,0.6,0.3,450
0.3464430894308943,0.6,0.3,500
0.4257113821138212,0.6,0.4,50
0.58475609756097557,0.6,0.4,100
0.37743902439024385,0.6,0.4,150
0.35558943089430894,0.6,0.4,200
0.37642276422764226,0.6,0.4,250
0.3545731707317073,0.6,0.4,300
0.33983739837398375,0.6,0.4,350
0.35609756097560979,0.6,0.4,400
0.34593495934959351,0.6,0.4,450
0.3469512195121951,0.6,0.4,500
0.42317073170731712,0.6,0.5,50
0.59085365853658545,0.6,0.5,100
0.37184959349593494,0.6,0.5,150
0.37184959349593494,0.6,0.5,200
0.35914634146341468,0.6,0.5,250
0.35965447154471542,0.6,0.5,300
0.35863821138211383,0.6,0.5,350
0.34390243902439022,0.6,0.5,400
0.35762195121951212,0.6,0.5,450
0.34999999999999998,0.6,0.5,500
0.41148373983739844,0.6,0.6,50
0.59288617886178863,0.6,0.6,100
0.37591463414634146,0.6,0.6,150
0.37083333333333329,0.6,0.6,200
0.36880081300813006,0.6,0.6,250
0.36778455284552841,0.6,0.6,300
0.34898373983739839,0.6,0.6,350
0.360670731707317,0.6,0.6,400
0.36117886178861791,0.6,0.6,450
0.36016260162601621,0.6,0.6,500
0.40792682926829271,0.6,0.7,50
0.59186991869918693,0.6,0.7,100
0.40081300813008142,0.6,0.7,150
0.37184959349593494,0.6,0.7,200
0.36117886178861791,0.6,0.7,250
0.35863821138211383,0.6,0.7,300
0.35508130081300815,0.6,0.7,350
0.36524390243902433,0.6,0.7,400
0.38912601626016269,0.6,0.7,450
0.36473577235772353,0.6,0.7,500
0.39268292682926831,0.6,0.8,50
0.58628048780487807,0.6,0.8,100
0.37845528455284555,0.6,0.8,150
0.38252032520325202,0.6,0.8,200
0.360670731707317,0.6,0.8,250
0.36321138211382109,0.6,0.8,300
0.35050813008130083,0.6,0.8,350
0.35254065040650406,0.6,0.8,400
0.35558943089430894,0.6,0.8,450
0.3789634146341464,0.6,0.8,500
0.39115853658536581,0.6,0.9,50
0.6127032520325203,0.6,0.9,100
0.3855691056910569,0.6,0.9,150
0.37235772357723573,0.6,0.9,200
0.36727642276422767,0.6,0.9,250
0.37388211382113817,0.6,0.9,300
0.36676829268292688,0.6,0.9,350
0.37489837398373982,0.6,0.9,400
0.37388211382113817,0.6,0.9,450
0.35660569105691059,0.6,0.9,500
0.40284552845528454,0.6,1.0,50
0.5654471544715447,0.6,1.0,100
0.39725609756097563,0.6,1.0,150
0.37235772357723573,0.6,1.0,200
0.40030487804878051,0.6,1.0,250
0.37591463414634152,0.6,1.0,300
0.38099593495934958,0.6,1.0,350
0.36117886178861791,0.6,1.0,400
0.38201219512195128,0.6,1.0,450
0.34847560975609754,0.6,1.0,500
0.39217479674796757,0.6,auto,50
0.39522357723577234,0.6,auto,100
0.35609756097560974,0.6,auto,150
0.50548780487804879,0.6,auto,200
0.47855691056910571,0.6,auto,250
0.47245934959349595,0.6,auto,300
0.48465447154471553,0.6,auto,350
0.54359756097560974,0.6,auto,400
0.51056910569105696,0.6,auto,450
0.42317073170731712,0.6,auto,500
0.39674796747967478,0.6,,50
0.38932926829268294,0.6,,100
0.35477642276422761,0.6,,150
0.46483739837398375,0.6,,200
0.49684959349593494,0.6,,250
0.4638211382113821,0.6,,300
0.50091463414634152,0.6,,350
0.55172764227642268,0.6,,400
0.53699186991869918,0.6,,450
0.46991869918699186,0.6,,500
0.37388211382113828,0.7,0.1,50
0.38526422764227641,0.7,0.1,100
0.35254065040650406,0.7,0.1,150
0.34847560975609748,0.7,0.1,200
0.34136178861788619,0.7,0.1,250
0.34745934959349595,0.7,0.1,300
0.34339430894308942,0.7,0.1,350
0.3464430894308943,0.7,0.1,400
0.33780487804878045,0.7,0.1,450
0.35762195121951218,0.7,0.1,500
0.40487804878048783,0.7,0.2,50
0.40335365853658539,0.7,0.2,100
0.36626016260162603,0.7,0.2,150
0.34441056910569107,0.7,0.2,200
0.36067073170731706,0.7,0.2,250
0.34339430894308948,0.7,0.2,300
0.35304878048780491,0.7,0.2,350
0.3311991869918699,0.7,0.2,400
0.33983739837398375,0.7,0.2,450
0.35711382113821138,0.7,0.2,500
0.38455284552845526,0.7,0.3,50
0.57103658536585367,0.7,0.3,100
0.37286585365853653,0.7,0.3,150
0.36321138211382109,0.7,0.3,200
0.3469512195121951,0.7,0.3,250
0.35558943089430894,0.7,0.3,300
0.3464430894308943,0.7,0.3,350
