score,model_base_alpha,model_base_eta,num_topics
0.55592248279350953,1,1,100
0.53034197899358759,1,1,200
0.49227965478927904,1,1,500
0.54089726610410527,1,2,100
0.521308289230072,1,2,200
0.49960587558387703,1,2,500
0.52384195230250419,1,5,100
0.54428079693076437,1,5,200
0.47304510766300711,1,5,500
0.48820248937686578,2,1,100
0.56538567266019024,2,1,200
0.49244582203009324,2,1,500
0.5668369971531998,2,2,100
0.55888046877553121,2,2,200
0.50973742415850376,2,2,500
0.49090619274450142,2,5,100
0.5815324800283358,2,5,200
0.50723897741808355,2,5,500
0.51704401883835061,5,1,100
0.51827798210935538,5,1,200
0.4955646218789288,5,1,500
0.46285006414272967,5,2,100
0.5110232772332528,5,2,200
0.4713569412046279,5,2,500
0.54753227775867708,5,5,100
0.48269795902165757,5,5,200
0.46301074759566713,5,5,500
