sha,issues,change_type,name
008d3361d376d91dcf13bef24f75de1c88f9ba35,549,M,bookkeeper-server/conf/bk_server.conf
008d3361d376d91dcf13bef24f75de1c88f9ba35,549,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java
008d3361d376d91dcf13bef24f75de1c88f9ba35,549,M,doc/bookkeeperConfig.textile
0139c8c8917e76e2d9b5e5e37450bae80b4c6884,652,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java
0139c8c8917e76e2d9b5e5e37450bae80b4c6884,652,M,CHANGES.txt
01cccee0298f3e0f9d32acc550ed94a7c9fafdfd,313,A,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java
01cccee0298f3e0f9d32acc550ed94a7c9fafdfd,313,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java
01cccee0298f3e0f9d32acc550ed94a7c9fafdfd,313,M,CHANGES.txt
0345c8095ee47aefd7d40a07e2a621079c94f4fd,708,M,bookkeeper-server/pom.xml
0345c8095ee47aefd7d40a07e2a621079c94f4fd,708,M,bookkeeper-stats-providers/codahale-metrics-provider/pom.xml
0345c8095ee47aefd7d40a07e2a621079c94f4fd,708,M,CHANGES.txt
0345c8095ee47aefd7d40a07e2a621079c94f4fd,708,M,hedwig-client/pom.xml
0345c8095ee47aefd7d40a07e2a621079c94f4fd,708,M,hedwig-protocol/pom.xml
0345c8095ee47aefd7d40a07e2a621079c94f4fd,708,M,pom.xml
03a90ca3303f62f9dce202abb803563ba8d2d66b,744,A,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicBookieCheckTest.java
03a90ca3303f62f9dce202abb803563ba8d2d66b,744,A,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestCallbacks.java
03a90ca3303f62f9dce202abb803563ba8d2d66b,744,M,bookkeeper-server/conf/bk_server.conf
03a90ca3303f62f9dce202abb803563ba8d2d66b,744,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java
03a90ca3303f62f9dce202abb803563ba8d2d66b,744,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java
03a90ca3303f62f9dce202abb803563ba8d2d66b,744,M,CHANGES.txt
040a442bef5b93143a9e07c0b601fddea88c5712,548,M,bookkeeper-server/conf/bk_server.conf
040a442bef5b93143a9e07c0b601fddea88c5712,548,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java
040a442bef5b93143a9e07c0b601fddea88c5712,548,M,CHANGES.txt
040a442bef5b93143a9e07c0b601fddea88c5712,548,M,doc/bookkeeperConfig.textile
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/conf/bk_server.conf
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java
07d53822b1781aa64d99009276fda3995aab8759,664,M,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java
07d53822b1781aa64d99009276fda3995aab8759,664,M,CHANGES.txt
081960730bb540b43f3319134b3ca00ddb4cc85a,663,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java
081960730bb540b43f3319134b3ca00ddb4cc85a,663,M,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java
081960730bb540b43f3319134b3ca00ddb4cc85a,663,M,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java
