score,changeset_include_additions,changeset_include_context,changeset_include_message,changeset_include_removals
0.72164634146341455,True,True,True,True
0.65132113821138216,True,True,False,True
0.64654471544715442,True,False,True,True
0.54247967479674797,True,False,False,True
0.6973577235772358,True,True,True,False
0.65172764227642288,True,True,False,False
0.67215447154471542,True,False,True,False
0.48211382113821138,True,False,False,False
0.6530487804878049,False,True,True,True
0.65264227642276418,False,True,False,True
0.65071138211382118,False,False,True,True
0.63750000000000007,False,False,False,True
0.71138211382113814,False,True,True,False
0.70569105691056921,False,True,False,False
0.51321138211382111,False,False,True,False
0.0,False,False,False,False
