metadata,unique_words,total_words
CHANGES.txt,955,5208
LICENSE,345,734
NOTICE,12,18
README,128,304
bin/find-new-patch-available-jiras,131,303
bin/raw-check-patch,51,101
bin/test-patch,199,863
bin/test-patch-00-clean,72,142
bin/test-patch-05-patch-raw-analysis,99,351
bin/test-patch-08-rat,88,241
bin/test-patch-09-javadoc,84,241
bin/test-patch-10-compile,96,325
bin/test-patch-11-findbugs,98,306
bin/test-patch-20-tests,109,321
bin/test-patch-30-dist,81,187
bookkeeper-benchmark/bin/benchmark,146,394
bookkeeper-benchmark/conf/log4j.properties,80,275
bookkeeper-benchmark/pom.xml,118,414
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,157,705
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,191,746
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,263,1267
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,154,446
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,226,1056
bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,124,419
bookkeeper-benchmark/src/test/resources/log4j.properties,79,268
bookkeeper-server/bin/bookkeeper,229,669
bookkeeper-server/bin/bookkeeper-cluster.sh,96,224
bookkeeper-server/bin/bookkeeper-daemon.sh,126,370
bookkeeper-server/conf/bk_server.conf,351,947
bookkeeper-server/conf/bkenv.sh,82,134
bookkeeper-server/conf/log4j.properties,87,291
bookkeeper-server/conf/log4j.shell.properties,65,134
bookkeeper-server/pom.xml,176,839
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java,98,417
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,460,3599
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,55,97
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java,64,124
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,75,293
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,49,74
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,354,3807
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java,68,136
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,130,587
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java,70,138
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java,100,320
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java,56,81
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,74,133
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,189,1254
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKey.java,62,151
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKeyValue.java,96,304
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,347,2372
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryMemTable.java,192,1159
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,59,95
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,195,739
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,215,1136
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,58,100
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,271,1858
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,52,84
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,74,209
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java,195,1528
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java,243,1438
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,197,963
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,403,2831
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,768
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LEPStateChangeCallback.java,54,92
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,72,137
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,49,81
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,120,506
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,54,87
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,72,173
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,78,203
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,68,128
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,169,1140
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,107,417
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,104,245
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java,61,199
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,291
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,65,138
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,62,109
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,102,325
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SkipListArena.java,188,479
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SkipListFlusher.java,56,94
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SortedLedgerStorage.java,167,551
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java,163,499
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,81,260
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,120,790
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,324,2581
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,343,2556
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperClientStats.java,67,147
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,185,1051
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,48,71
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,66,120
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java,84,292
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,136,590
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,97,209
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java,103,276
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,156,762
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,126,392
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,97,221
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,80,170
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,89,282
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,220,1258
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,367,3109
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,193,1424
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,126,464
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,141,513
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,90,221
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,189,628
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,218,1165
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,216,1621
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,128,409
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,145,495
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,86,292
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,71,113
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/TryReadLastConfirmedOp.java,115,358
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,113,580
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,244,1306
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,56,94
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,340,3170
bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,50,79
bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,99,269
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,232,1469
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/CleanupLedgerManager.java,102,572
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,138,454
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,86,236
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,226,1324
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,88,243
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,132,614
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,130,512
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,131,706
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,116,289
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,266,2075
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,259,1855
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,60,136
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,66,156
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,97,295
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,132,884
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,89,497
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSWatchedEvent.java,50,91
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,64,160
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,50,70
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,74,204
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,50,82
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,57,92
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,86,262
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,113,520
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,53,132
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,107,371
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreWatcher.java,47,67
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,88,288
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java,140,354
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/BookieSocketAddress.java,91,239
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java,114,409
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java,56,108
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNS.java,183,854
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java,109,172
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java,73,175
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,253,2132
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java,82,168
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java,95,432
bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java,188,662
bookkeeper-server/src/main/java/org/apache/bookkeeper/processor/RequestProcessor.java,52,88
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,108,550
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,180,1054
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,156,606
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,130,964
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,140,590
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,90,268
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestProcessor.java,124,613
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,206,1162
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,74,197
