metadata,unique_words,total_words
1,32,37
2,9,11
3,18,24
4,21,27
5,16,23
6,52,71
7,107,199
8,12,15
9,11,16
10,41,62
11,42,56
12,14,16
13,11,15
14,7,8
15,25,35
16,127,184
17,7,10
18,53,66
19,91,128
20,22,27
21,24,27
22,25,41
23,7,10
24,21,27
25,56,83
26,14,16
27,24,53
28,16,18
29,23,28
30,18,19
