metadata,unique_words,total_words
org.apache.tika.parser.microsoft.TextCell,10,28
org.apache.tika.config.LoadErrorHandler,52,95
org.apache.tika.config.LoadErrorHandler.$1,6,7
org.apache.tika.config.LoadErrorHandler.$2,11,17
org.apache.tika.config.LoadErrorHandler.$3,9,13
org.apache.tika.mime.MimeTypesTest,33,262
org.apache.tika.metadata.XMPMM,72,142
org.apache.tika.extractor.ParsingEmbeddedDocumentExtractor,68,206
org.apache.tika.sax.SecureContentHandlerTest,42,199
org.apache.tika.language.LanguageProfile,49,213
org.apache.tika.language.LanguageProfile.Counter,3,6
org.apache.tika.sax.ExpandedTitleContentHandler,66,190
org.apache.tika.metadata.OfficeOpenXMLExtended,59,219
org.apache.tika.fork.ForkResource,9,13
org.apache.tika.fork.ContentHandlerProxy,48,328
org.apache.tika.config.TikaConfig,120,887
org.apache.tika.mime.Patterns,94,454
org.apache.tika.mime.Patterns.LengthComparator,9,21
org.apache.tika.sax.xpath.AttributeMatcher,14,22
org.apache.tika.exception.TikaException,6,18
org.apache.tika.parser.chm.lzx.ChmBlockInfo,57,490
org.apache.tika.parser.chm.accessor.ChmItspHeader,112,1205
org.apache.tika.metadata.TIFF,89,277
org.apache.tika.sax.Link,17,150
org.apache.tika.detect.NameDetector,103,304
org.apache.tika.fork.MemoryURLStreamHandlerFactory,10,26
org.apache.tika.parser.chm.accessor.ChmItsfHeader,76,951
org.apache.tika.sax.TaggedContentHandler,56,228
org.apache.tika.io.TaggedInputStreamTest,19,44
org.apache.tika.parser.jpeg.JpegParser,34,90
org.apache.tika.parser.external.ExternalParsersConfigReader,99,517
org.apache.tika.parser.AutoDetectParser,62,259
org.apache.tika.detect.Detector,44,119
org.apache.tika.parser.mp3.ID3v23Handler,47,200
org.apache.tika.parser.mp3.ID3v23Handler.RawV23TagIterator,4,12
org.apache.tika.parser.iwork.PagesContentHandler,111,856
org.apache.tika.parser.iwork.PagesContentHandler.DocumentPart,11,16
org.apache.tika.parser.iwork.PagesContentHandler.HeaderFooter,38,177
org.apache.tika.parser.iwork.PagesContentHandler.Footnotes,18,51
org.apache.tika.parser.iwork.PagesContentHandler.Annotations,14,52
org.apache.tika.detect.TextStatistics,73,251
org.apache.tika.sax.LinkBuilder,18,75
org.apache.tika.Tika,146,1367
org.apache.tika.utils.RereadableInputStream,114,535
org.apache.tika.io.TikaInputStreamTest,47,248
org.apache.tika.config.TikaActivator,46,143
org.apache.tika.metadata.Message,9,27
org.apache.tika.sax.BodyContentHandler,50,209
org.apache.tika.parser.opendocument.OpenOfficeParser,9,14
org.apache.tika.detect.DefaultDetector,50,171
"org.apache.tika.detect.DefaultDetector.getDefaultDetectors(MimeTypes,ServiceLoader).$1",8,16
org.apache.tika.language.LanguageProfilerBuilder,199,1089
org.apache.tika.language.LanguageProfilerBuilder.NGramEntry,42,190
org.apache.tika.language.LanguageProfilerBuilder.QuickStringBuffer,22,125
org.apache.tika.parser.netcdf.NetCDFParserTest,48,98
org.apache.tika.mime.OrClause,9,34
org.apache.tika.parser.txt.CharsetRecog_sbcs,59,124
org.apache.tika.parser.txt.CharsetRecog_sbcs.NGramParser,45,167
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1,9,11
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_da,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_de,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_en,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_es,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_fr,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_it,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_nl,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_no,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_pt,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_1_sv,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_2,9,11
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_2_cs,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_2_hu,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_2_pl,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_2_ro,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_5,7,9
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_5_ru,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_6,7,9
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_6_ar,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_7,9,11
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_7_el,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_8,9,11
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_8_I_he,13,21
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_8_he,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_9,9,11
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_8859_9_tr,9,15
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_windows_1251,12,21
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM866_ru,16,27
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_windows_1256,12,21
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_KOI8_R,12,21
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM424_he,7,9
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM424_he_rtl,11,20
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM424_he_ltr,11,20
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM420_ar,52,166
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM420_ar_rtl,14,28
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_IBM420_ar_ltr,14,28
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_EBCDIC_500,28,34
org.apache.tika.parser.txt.CharsetRecog_sbcs.CharsetRecog_EBCDIC_500_en,10,18
