score,model_base_alpha,model_base_eta,num_topics
0.26384080937519072,auto,auto,100
0.37177944975404864,auto,auto,200
0.48955767554788499,auto,auto,500
0.27054393149782857,auto,1,100
0.3833451598482156,auto,1,200
0.4667800222971154,auto,1,500
0.26579811852893237,auto,2,100
0.35118690655364782,auto,2,200
0.4417693746284273,auto,2,500
0.25059818279516705,auto,5,100
0.35174785766197236,auto,5,200
0.4150716569041375,auto,5,500
0.28085435387614638,1,auto,100
0.37647465736866831,1,auto,200
0.46562651021601603,1,auto,500
0.28252872339732826,1,1,100
0.39558243831544065,1,1,200
0.43987052752437034,1,1,500
0.27234277559146275,1,2,100
0.34767074005129872,1,2,200
0.4522179275927366,1,2,500
0.25343608719048266,1,5,100
0.34859670316452313,1,5,200
0.34106442110643792,1,5,500
0.25828439088721933,2,auto,100
0.3376675913363974,2,auto,200
0.45416918188833777,2,auto,500
0.24434143450489126,2,1,100
0.34932855260583839,2,1,200
0.47328034879982933,2,1,500
0.24541949491209955,2,2,100
0.33694224742684797,2,2,200
0.49412907661475275,2,2,500
0.25967975715894648,2,5,100
0.33568978648569231,2,5,200
0.44221933733676833,2,5,500
0.26947765504429111,5,auto,100
0.3427956805233553,5,auto,200
0.48814346292352151,5,auto,500
0.25941750477489672,5,1,100
0.34551775367132614,5,1,200
0.48513339255410837,5,1,500
0.25554716052946813,5,2,100
0.35037599361038196,5,2,200
0.52969370308901342,5,2,500
0.28355116402189301,5,5,100
0.34873152653562067,5,5,200
0.46761907592304941,5,5,500
