score,model_base_alpha,model_base_eta,num_topics
0.15078568837184669,auto,auto,100
0.17651180045264209,auto,auto,200
0.13413005281798182,auto,auto,500
0.16327251419607194,auto,1,100
0.14965348657278016,auto,1,200
0.12086739010638772,auto,1,500
0.16289254405423101,auto,2,100
0.17344413356232799,auto,2,200
0.11689321345235601,auto,2,500
0.16690614785946403,auto,5,100
0.15125358423350296,auto,5,200
0.14819442918140643,auto,5,500
0.12318885751209313,1,auto,100
0.14900316054391344,1,auto,200
0.11768725773692987,1,auto,500
0.15835694708745324,1,1,100
0.13986445293355015,1,1,200
0.14345382580295785,1,1,500
0.13084634007496293,1,2,100
0.15202205810409716,1,2,200
0.13008885571087353,1,2,500
0.14531526895090124,1,5,100
0.1654001694561725,1,5,200
0.14181446493555233,1,5,500
0.16070291416121127,2,auto,100
0.13220436523298607,2,auto,200
0.12295969439661859,2,auto,500
0.13772295594570588,2,1,100
0.16511555833050981,2,1,200
0.11529313018109871,2,1,500
0.16762050004933468,2,2,100
0.15940973074793555,2,2,200
0.10785096922803292,2,2,500
0.13629048317606382,2,5,100
0.16081062443305799,2,5,200
0.14430734565758188,2,5,500
0.13511988271602354,5,auto,100
0.13254435350098037,5,auto,200
0.11326312962263847,5,auto,500
0.12876471588938646,5,1,100
0.16379495053950777,5,1,200
0.11696709823510773,5,1,500
0.13103606938387771,5,2,100
0.14538577713740355,5,2,200
0.11123504609922281,5,2,500
0.1628535217515803,5,5,100
0.14703931211134533,5,5,200
0.11481447359631775,5,5,500
