score,model_base_alpha,model_base_eta,num_topics
0.27526540306155406,1,1,100
0.39959331707276102,1,1,200
0.44843502399471091,1,1,500
0.2761985715290256,1,2,100
0.34736762823653683,1,2,200
0.45893884916755434,1,2,500
0.25373653563409992,1,5,100
0.34457291760664666,1,5,200
0.34018721204311347,1,5,500
0.24653718438150049,2,1,100
0.35943418997181409,2,1,200
0.46819696717423998,2,1,500
0.24474854769849222,2,2,100
0.33987463250209016,2,2,200
0.50636015902440656,2,2,500
0.25526449339765839,2,5,100
0.3338340949418348,2,5,200
0.45280030095151125,2,5,500
0.26354606808219733,5,1,100
0.34642452637192994,5,1,200
0.47841765158512073,5,1,500
0.25357128775394311,5,2,100
0.33602507258929287,5,2,200
0.51247548845626478,5,2,500
0.28676540539314954,5,5,100
0.3538704055667839,5,5,200
0.4620174249700103,5,5,500
