score,model_base_alpha,model_base_eta,num_topics
0.16064485286642272,1,1,100
0.14336840442987073,1,1,200
0.12724482307106877,1,1,500
0.12355231732997604,1,2,100
0.15664589443742305,1,2,200
0.13040249175033145,1,2,500
0.147465573306197,1,5,100
0.16068873062333697,1,5,200
0.14187979961019156,1,5,500
0.144447526642492,2,1,100
0.15834738957363259,2,1,200
0.10874254588313774,2,1,500
0.16342405010401032,2,2,100
0.16590534965315312,2,2,200
0.10527604683290824,2,2,500
0.13637797056082315,2,5,100
0.16031139822760071,2,5,200
0.14186289474608077,2,5,500
0.12487347918591357,5,1,100
0.16178820797405272,5,1,200
0.10996204369634296,5,1,500
0.13259946283421545,5,2,100
0.14036173001684507,5,2,200
0.1176011739862952,5,2,500
0.167260885620373,5,5,100
0.14003809543745299,5,5,200
0.11217623810998102,5,5,500
