step,action,action_type,documents,experiment,total_seconds
814,infer,source,28,temporal,1183.0
815,train,online,1,temporal,30.0
816,infer,issue,1,temporal,0.0
817,infer,source,28,temporal,1185.0
818,train,online,1,temporal,30.0
819,infer,issue,1,temporal,0.0
820,infer,source,28,temporal,1188.0
821,train,online,1,temporal,29.0
822,infer,issue,1,temporal,1.0
823,infer,source,28,temporal,1185.0
824,train,online,1,temporal,29.0
825,infer,issue,1,temporal,0.0
826,infer,source,28,temporal,1191.0
827,train,online,1,temporal,29.0
828,infer,issue,1,temporal,0.0
829,infer,source,28,temporal,1197.0
830,train,online,1,temporal,29.0
831,infer,issue,1,temporal,0.0
832,infer,source,28,temporal,1190.0
833,train,online,3,temporal,35.0
834,infer,issue,1,temporal,1.0
835,infer,source,28,temporal,1188.0
836,train,online,2,temporal,32.0
837,infer,issue,1,temporal,1.0
838,infer,source,28,temporal,1196.0
