sha,issues,change_type,name,additions,removals,context,message
e70bf2c143d7ce47c5ec4c926d4ae1aa5d565e41,701,M,tika-parsers/src/main/java/org/apache/tika/parser/rtf/RTFParser.java,25,9,20,12
4f6bdaf02ab47a44c002eeee6f65c9b2425360ae,883,M,tika-parsers/src/main/java/org/apache/tika/parser/microsoft/HSLFExtractor.java,37,11,26,4
4f6bdaf02ab47a44c002eeee6f65c9b2425360ae,883,M,tika-parsers/src/test/java/org/apache/tika/parser/microsoft/POIContainerExtractionTest.java,19,10,40,4
4f6bdaf02ab47a44c002eeee6f65c9b2425360ae,883,A,tika-parsers/src/test/resources/test-documents/pictures.ppt,0,0,0,4
62d291225a4ddd8eee331b694216dce031c6cd68,995,M,tika-core/src/main/java/org/apache/tika/sax/XHTMLContentHandler.java,1,1,6,4
62d291225a4ddd8eee331b694216dce031c6cd68,995,M,tika-core/src/test/java/org/apache/tika/sax/XHTMLContentHandlerTest.java,21,0,22,4
08f0d3e936b2593968578a9301165d0392bc6e2e,1202,M,tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,4,3,7,4
08f0d3e936b2593968578a9301165d0392bc6e2e,1202,M,tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,31,24,99,4
08f0d3e936b2593968578a9301165d0392bc6e2e,1202,M,tika-parsers/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java,29,10,30,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml,6,0,4,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-parsers/pom.xml,5,0,6,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentMetaParser.java,3,2,13,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-parsers/src/main/java/org/apache/tika/parser/xml/DcXMLParser.java,3,2,13,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,A,tika-parsers/src/main/java/org/apache/tika/parser/xml/FictionBookParser.java,117,0,0,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-parsers/src/main/java/org/apache/tika/parser/xml/XMLParser.java,3,8,18,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-parsers/src/main/resources/META-INF/services/org.apache.tika.parser.Parser,1,0,3,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,M,tika-parsers/src/test/java/org/apache/tika/parser/microsoft/AbstractPOIContainerExtractionTest.java,1,1,6,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,A,tika-parsers/src/test/java/org/apache/tika/parser/xml/FictionBookParserTest.java,64,0,0,4
2360dcd6efc960d3b5acc8c11b7380fdfefc9c95,671,A,tika-parsers/src/test/resources/test-documents/test.fb2,350,0,0,4
29293a23e112105848163d37bbc595d83ec09e86,1427,M,CHANGES.txt,3,0,4,4
29293a23e112105848163d37bbc595d83ec09e86,1427,M,tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,15,0,18,4
29293a23e112105848163d37bbc595d83ec09e86,1427,M,tika-parsers/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java,46,10,24,4
9b541f4b1f8df839b17d540700a5464a305a3a2d,200,M,src/main/java/org/apache/tika/gui/ParsingTransferHandler.java,11,6,36,4
9b541f4b1f8df839b17d540700a5464a305a3a2d,200,M,src/main/java/org/apache/tika/gui/TikaGUI.java,4,6,20,4
b8a131fa0ee7ee02dfe2df20efe5d2e741e5c0c8,192,M,src/main/resources/mime/tika-mimetypes.xml,2,0,6,7
b8a131fa0ee7ee02dfe2df20efe5d2e741e5c0c8,192,M,src/test/java/org/apache/tika/mime/TestMimeTypes.java,7,0,6,7
efd2c0c6561a40d28bc96c2d3d25ffde79285f15,1625,M,tika-server/src/main/java/org/apache/tika/server/resource/RecursiveMetadataResource.java,23,16,10,4
ee988d4daa5b451a51b799b0ec790b88ca7fc111,1275,M,CHANGES.txt,6,0,4,4
ee988d4daa5b451a51b799b0ec790b88ca7fc111,1275,M,tika-parsers/pom.xml,10,2,17,4
537320c7ce14d48bf4ffa7bf7c9fe2499f5f3409,377,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml,4,0,9,6
8757a3561c632770595199a5930e02177bd172c1,154,M,CHANGES.txt,4,0,6,13
8757a3561c632770595199a5930e02177bd172c1,154,M,src/main/java/org/apache/tika/mime/MimeTypes.java,82,14,49,13
8757a3561c632770595199a5930e02177bd172c1,154,M,src/main/java/org/apache/tika/parser/AutoDetectParser.java,13,17,26,13
8757a3561c632770595199a5930e02177bd172c1,154,M,src/main/resources/mime/tika-mimetypes.xml,13,2,18,13
8757a3561c632770595199a5930e02177bd172c1,154,M,src/test/java/org/apache/tika/mime/MimeTypesTest.java,22,0,6,13
8757a3561c632770595199a5930e02177bd172c1,154,M,src/test/java/org/apache/tika/mime/TestMimeTypes.java,18,29,14,13
