metadata,unique_words,total_words
.gitignore,8,9
LICENSE,900,3396
NOTICE,55,91
README.txt,28,42
openjpa/pom.xml,187,735
openjpa/src/main/appended-resources/META-INF/LICENSE.vm,770,2618
openjpa/src/main/appended-resources/META-INF/NOTICE.vm,78,123
openjpa/src/main/resources/META-INF/services/javax.annotation.processing.Processor,7,7
openjpa-all/pom.xml,159,448
openjpa-all/src/main/appended-resources/META-INF/LICENSE.vm,907,3464
openjpa-all/src/main/appended-resources/META-INF/NOTICE.vm,95,172
openjpa-examples/image-gallery/pom.xml,127,367
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/ImageType.java,48,67
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/TestJPAValidation.java,150,436
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/constraint/ImageConstraint.java,72,151
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/constraint/ImageContent.java,76,161
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/constraint/ImageContentValidator.java,86,189
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/constraint/ImageGroup.java,49,69
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/constraint/ImageValidator.java,101,252
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/constraint/SequencedImageGroup.java,54,83
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/model/Album.java,67,137
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/model/Creator.java,70,158
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/model/Image.java,67,202
openjpa-examples/image-gallery/src/test/java/org/apache/openjpa/example/gallery/model/Location.java,70,170
openjpa-examples/image-gallery/src/test/resources/META-INF/persistence.xml,98,237
openjpa-examples/jest/README.html,193,406
openjpa-examples/jest/build.properties,83,144
openjpa-examples/jest/build.xml,137,359
openjpa-examples/jest/src/main/java/demo/Actor.java,72,191
openjpa-examples/jest/src/main/java/demo/DataLoader.java,125,309
openjpa-examples/jest/src/main/java/demo/Movie.java,65,142
openjpa-examples/jest/src/main/java/demo/SimpleApp.java,111,259
openjpa-examples/jest/src/main/resources/META-INF/persistence.xml,88,169
openjpa-examples/jest/src/main/resources/WEB-INF/web.xml,106,304
openjpa-examples/jest/src/main/resources/demo/index.html,134,450
openjpa-examples/openbooks/LICENSE.txt,345,734
openjpa-examples/openbooks/NOTICE.txt,16,28
openjpa-examples/openbooks/assembly.xml,82,235
openjpa-examples/openbooks/build.jee.liberty.xml,126,368
openjpa-examples/openbooks/build.jee.was.xml,150,552
openjpa-examples/openbooks/build.jee.xml,137,428
openjpa-examples/openbooks/build.jse.xml,115,329
openjpa-examples/openbooks/build.properties,86,148
openjpa-examples/openbooks/build.xml,223,817
openjpa-examples/openbooks/index.html,253,679
openjpa-examples/openbooks/pom.xml,148,561
openjpa-examples/openbooks/run.properties,69,115
openjpa-examples/openbooks/run.xml,106,258
openjpa-examples/openbooks/scripts/liberty/bootstrap.properties,7,10
openjpa-examples/openbooks/scripts/liberty/server.xml,34,97
openjpa-examples/openbooks/scripts/was/ds_config.py,118,422
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/AttributeLegendView.java,83,179
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/AttributeView.java,57,93
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/ConfigurationViewer.java,84,184
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityDataModel.java,145,577
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTable.java,144,605
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTableView.java,134,468
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTypeView.java,89,195
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/ErrorDialog.java,166,668
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/FileScanner.java,64,127
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Finder.java,105,362
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/GraphicOutputStream.java,75,181
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/IndexedMap.java,86,234
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/InstanceDataModel.java,67,149
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/InstanceView.java,51,74
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Maze.java,36,45
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/MetamodelHelper.java,132,584
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/MetamodelView.java,127,359
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PathFinder.java,103,399
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PowerPointViewer.java,139,573
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PreparedQueryViewer.java,61,101
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/QueryDecorator.java,53,65
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/QueryStatisticsModel.java,68,165
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/RoundButton.java,95,234
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/ScrollingTextPane.java,93,191
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/SourceCodeViewer.java,123,343
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/StatusBar.java,114,422
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/SwingHelper.java,121,331
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/TextStyles.java,60,164
openjpa-examples/openbooks/src/main/java/jpa/tools/swing/package.html,53,72
openjpa-examples/openbooks/src/main/java/openbook/client/BuyBookPage.java,254,1501
openjpa-examples/openbooks/src/main/java/openbook/client/DeliveryPage.java,109,446
openjpa-examples/openbooks/src/main/java/openbook/client/Demo.java,298,2092
openjpa-examples/openbooks/src/main/java/openbook/client/ErrorHandler.java,74,115
openjpa-examples/openbooks/src/main/java/openbook/client/Images.java,97,294
openjpa-examples/openbooks/src/main/java/openbook/client/SQLLogger.java,84,209
openjpa-examples/openbooks/src/main/java/openbook/client/SourceCodeBrowser.java,117,348
openjpa-examples/openbooks/src/main/java/openbook/client/SupplyPage.java,116,357
openjpa-examples/openbooks/src/main/java/openbook/domain/Author.java,59,124
openjpa-examples/openbooks/src/main/java/openbook/domain/Book.java,108,265
openjpa-examples/openbooks/src/main/java/openbook/domain/Customer.java,63,122
openjpa-examples/openbooks/src/main/java/openbook/domain/Inventory.java,84,203
openjpa-examples/openbooks/src/main/java/openbook/domain/LineItem.java,86,232
openjpa-examples/openbooks/src/main/java/openbook/domain/PurchaseOrder.java,180,509
openjpa-examples/openbooks/src/main/java/openbook/domain/Range.java,72,236
openjpa-examples/openbooks/src/main/java/openbook/domain/ShoppingCart.java,97,276
openjpa-examples/openbooks/src/main/java/openbook/server/DataLoader.java,66,106
openjpa-examples/openbooks/src/main/java/openbook/server/OpenBookService.java,156,391
openjpa-examples/openbooks/src/main/java/openbook/server/OpenBookServiceImpl.java,272,1282
openjpa-examples/openbooks/src/main/java/openbook/server/PersistenceService.java,99,346
openjpa-examples/openbooks/src/main/java/openbook/server/QueryDecorator.java,52,64
openjpa-examples/openbooks/src/main/java/openbook/server/QueryParameterBinder.java,61,105
openjpa-examples/openbooks/src/main/java/openbook/server/ServiceFactory.java,78,160
openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,144,681
openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,91,493
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/HTMLTokenRenderer.java,200,765
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/Java2HTMLConverter.java,93,279
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/Java2TextConverter.java,72,140
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/ParseTokenListener.java,117,336
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/PlainTokenRenderer.java,67,143
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/SourceRenderer.java,163,550
openjpa-examples/openbooks/src/main/java/openbook/tools/converter/TokenRenderer.java,118,241
