metadata,unique_words,total_words
.gitignore,23,27
CHANGELOG,873,2557
LICENSE.txt,628,2732
NOTICE.txt,81,179
README.txt,31,49
bin/mahout,196,916
bin/mahout.cmd,171,1408
buildtools/Eclipse-Lucene-Codestyle.xml,189,10266
buildtools/MahoutCleanUp.xml,98,330
buildtools/addcheckstyle.xsl,77,176
buildtools/apache-header.txt,41,58
buildtools/clover.license,48,48
buildtools/codetemplates.xml,120,552
buildtools/pom.xml,109,310
buildtools/setup-eclipse-workspace.xml,140,600
buildtools/src/main/resources/findbugs-exclude.xml,51,148
buildtools/src/main/resources/mahout-checkstyle-suppressions.xml,58,91
buildtools/src/main/resources/mahout-checkstyle.xml,191,661
buildtools/src/main/resources/mahout-eclipse-checkstyle,69,126
buildtools/src/main/resources/mahout-eclipse-pmd,49,71
buildtools/src/main/resources/mahout-pmd-ruleset.xml,232,1315
buildtools/src/test/resources/jaas.config,10,11
buildtools/src/test/resources/java.policy,121,730
buildtools/template.checkstyle-config.xml,58,95
buildtools/xmltemplates.xml,57,146
conf/log4j.properties,32,72
distribution/KEYS,4486,5400
distribution/pom.xml,100,345
distribution/src/main/assembly/bin.xml,98,828
distribution/src/main/assembly/src.xml,79,219
doap_Mahout.rdf,94,226
examples/bin/README.txt,63,97
examples/bin/classify-20newsgroups.sh,161,583
examples/bin/classify-wikipedia.sh,165,513
examples/bin/cluster-reuters.sh,180,643
examples/bin/cluster-syntheticcontrol.sh,117,271
examples/bin/create-rf-data.sh,66,91
examples/bin/factorize-movielens-1M.sh,125,296
examples/bin/factorize-netflix.sh,124,291
examples/bin/get-all-examples.sh,116,194
examples/bin/lda.algorithm,83,144
examples/bin/resources/country.txt,268,305
examples/bin/resources/country10.txt,11,11
examples/bin/resources/country2.txt,2,3
examples/bin/run-item-sim.sh,135,327
examples/bin/run-rf.sh,126,280
examples/bin/set-dfs-commands.sh,77,151
examples/bin/spark-document-classifier.mscala,497,1023
examples/pom.xml,132,450
examples/src/main/assembly/job.xml,78,155
examples/src/main/java/org/apache/mahout/cf/taste/example/TasteOptionParser.java,95,253
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingBooleanRecommender.java,95,341
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingBooleanRecommenderBuilder.java,56,112
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingBooleanRecommenderEvaluatorRunner.java,79,207
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingDataModel.java,128,330
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingDataModelBuilder.java,62,136
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingRecommender.java,92,335
examples/src/main/java/org/apache/mahout/cf/taste/example/bookcrossing/BookCrossingRecommenderBuilder.java,56,112
