score,alpha,eta,num_topics
0.30574871326336406,0.1,0.1,50
0.21905651635505879,0.1,0.1,100
0.16868322998520463,0.1,0.1,150
0.11334788607114193,0.1,0.1,200
0.086624053673101956,0.1,0.1,250
0.10621002456016251,0.1,0.1,300
0.075219572132527585,0.1,0.1,350
0.089752664389527545,0.1,0.1,400
0.061661649568625243,0.1,0.1,450
0.054517550314345742,0.1,0.1,500
0.24171181436187089,0.1,0.2,50
0.20667499782724558,0.1,0.2,100
0.15690242905101145,0.1,0.2,150
0.1655100073678577,0.1,0.2,200
0.13879880850950782,0.1,0.2,250
0.084830646571750087,0.1,0.2,300
0.11218729683632868,0.1,0.2,350
0.069733905943572594,0.1,0.2,400
0.062654162879380651,0.1,0.2,450
0.075485335552114119,0.1,0.2,500
0.21426386667488839,0.1,0.3,50
0.2111026408502511,0.1,0.3,100
0.16582774661247696,0.1,0.3,150
0.17501572099145052,0.1,0.3,200
0.10611119385842661,0.1,0.3,250
0.1130507735233534,0.1,0.3,300
0.10938322174362193,0.1,0.3,350
0.084877638921333598,0.1,0.3,400
0.054273260665312649,0.1,0.3,450
0.061670397296353069,0.1,0.3,500
0.18802673007490442,0.1,0.4,50
0.17987960687211191,0.1,0.4,100
0.16136266424201207,0.1,0.4,150
0.14528117272736668,0.1,0.4,200
0.14087481501763935,0.1,0.4,250
0.12324333828658747,0.1,0.4,300
0.12068000582908095,0.1,0.4,350
0.086106711239396491,0.1,0.4,400
0.082688285702085376,0.1,0.4,450
0.063168838894728019,0.1,0.4,500
0.16392198644761768,0.1,0.5,50
0.20970631062598896,0.1,0.5,100
0.17507911266606815,0.1,0.5,150
0.16029518681084945,0.1,0.5,200
0.16014609126416107,0.1,0.5,250
0.12221218406941768,0.1,0.5,300
0.10430697205724863,0.1,0.5,350
0.11903216666075231,0.1,0.5,400
0.096550375486583351,0.1,0.5,450
0.09389077910350134,0.1,0.5,500
0.23472313322535385,0.1,0.6,50
0.17500991396567223,0.1,0.6,100
0.13761577892143836,0.1,0.6,150
0.15556752031925017,0.1,0.6,200
0.12246731724535204,0.1,0.6,250
0.10803810564479942,0.1,0.6,300
0.11435549991441839,0.1,0.6,350
0.099757023765227909,0.1,0.6,400
0.090682817381434161,0.1,0.6,450
0.083633350841269327,0.1,0.6,500
0.17134815278660645,0.1,0.7,50
0.179082481910187,0.1,0.7,100
0.12646510449004461,0.1,0.7,150
0.16610070699458643,0.1,0.7,200
0.10823707632255013,0.1,0.7,250
0.13693825046449709,0.1,0.7,300
0.10160610752810176,0.1,0.7,350
0.10500189262553868,0.1,0.7,400
0.091791273188141162,0.1,0.7,450
0.089979261152621726,0.1,0.7,500
0.18415825941280978,0.1,0.8,50
0.16013612219622067,0.1,0.8,100
0.13291543610881218,0.1,0.8,150
0.13486563037197191,0.1,0.8,200
0.13164579956887276,0.1,0.8,250
0.090641911745625942,0.1,0.8,300
0.12510822125088317,0.1,0.8,350
0.083241134858463572,0.1,0.8,400
0.084022905220045907,0.1,0.8,450
0.094720160221891017,0.1,0.8,500
0.18261960542142044,0.1,0.9,50
0.18160629573167847,0.1,0.9,100
0.10453656396595709,0.1,0.9,150
0.13607784801337516,0.1,0.9,200
0.11172767999915373,0.1,0.9,250
0.11178538494808397,0.1,0.9,300
0.057632703855876877,0.1,0.9,350
0.11185949404759646,0.1,0.9,400
0.094772032618540655,0.1,0.9,450
0.085515225666062317,0.1,0.9,500
0.16422866379447296,0.1,1.0,50
0.18665512602873219,0.1,1.0,100
0.14895288779458493,0.1,1.0,150
0.1388718154432749,0.1,1.0,200
0.10105926629664883,0.1,1.0,250
0.105900805359537,0.1,1.0,300
0.076528813440264465,0.1,1.0,350
0.07562394985741995,0.1,1.0,400
0.10201959910054041,0.1,1.0,450
0.061873703221789901,0.1,1.0,500
0.24631797610203138,0.1,auto,50
0.29762544067159857,0.1,auto,100
0.1844223783042428,0.1,auto,150
0.11687182643128623,0.1,auto,200
0.11529325063300037,0.1,auto,250
0.083546908042416573,0.1,auto,300
0.046555606164703452,0.1,auto,350
0.036741937141701084,0.1,auto,400
0.035874679254935003,0.1,auto,450
0.052743291958320213,0.1,auto,500
0.35481809654549634,0.1,,50
0.22132158481990732,0.1,,100
0.15777078551123924,0.1,,150
0.12667239147936143,0.1,,200
0.057920676253764465,0.1,,250
0.04977178479241251,0.1,,300
0.047210924074842474,0.1,,350
0.033286702423341849,0.1,,400
0.045306446994221913,0.1,,450
0.038396404603789985,0.1,,500
0.21518538246438204,0.2,0.1,50
0.1747302165846048,0.2,0.1,100
0.10329758897269177,0.2,0.1,150
0.061045814594658729,0.2,0.1,200
0.056646327264516905,0.2,0.1,250
0.049590751618476869,0.2,0.1,300
0.051271752233741523,0.2,0.1,350
0.057712711975065209,0.2,0.1,400
0.049443166025247426,0.2,0.1,450
0.053607299333369059,0.2,0.1,500
0.19535256179147492,0.2,0.2,50
0.15320845712759473,0.2,0.2,100
0.13899031117308341,0.2,0.2,150
0.093599384122607474,0.2,0.2,200
0.064881606292338745,0.2,0.2,250
0.055148548360585498,0.2,0.2,300
0.063714134748516421,0.2,0.2,350
0.058500357137428148,0.2,0.2,400
0.053067141382473787,0.2,0.2,450
0.042663832590888601,0.2,0.2,500
