score,changeset_include_additions,changeset_include_context,changeset_include_message,changeset_include_removals
0.29106990547765127,True,True,True,True
0.28578639899418545,True,True,False,True
0.29025906560595854,True,False,True,True
0.35630348500532355,True,False,False,True
0.26244615120626663,True,True,True,False
0.34891944989808499,True,True,False,False
0.34458183914836843,True,False,True,False
0.31465955007986046,True,False,False,False
0.23157575316916845,False,True,True,True
0.26143917721622573,False,True,False,True
0.30613889313736592,False,False,True,True
0.26137811365135866,False,False,False,True
0.29453652638060268,False,True,True,False
0.32715333915899647,False,True,False,False
0.27938646665563255,False,False,True,False
0.0,False,False,False,False
