metadata,unique_words,total_words
22345c718b950fb69e8ad518136fc657038ed810,0,0
24c4bd048f94735a3bb6a70692247b7bd779ba92,931,4953
f599de26606ac2d798df6c3643329ddc1385412d,334,1072
884c4a8675649ed4094e8f3ebf23ff7acdbb020a,126,482
1c0d31d54050dce298524a5197acab5552694a14,312,5414
b7c044dc0c472a8a747541889e0cc450585e1d92,99,897
4e3e255cd97f083679a14a46b27e35b3908c6310,0,0
5339db364918df7a20fd4345558facc5f71dda91,322,7420
6dd23719d845436af4759fe8669154ff8074e1a3,29,89
6dbd767dac486c6c8d435eb8dda2cf55cfe90bc0,81,184
b028bd35924aa5843e4913852c63b11e683cb27f,24,57
e2539dae3971d51614c892db31b5ed423ac3c2c3,37,206
0cbf4863ba03502dedc0d6f77360224356f461ae,81,975
ad706e4c3be562349486f55db5ef4b9f1bfb9c03,22,63
ceb992ee1784703338c2c51273fc3e25a07939fa,220,12867
73ce7a109aaa05a1ccb3816f1953301d22334bd2,15,40
9c76557b8c373fad8bb5c8bc91411c27abe4f0f0,101,5283
d085b9410dd196cb65976fd984d3ca5c40063434,43,154
67534ed15fe28fe74751642509f5d6bbc38a353d,19,57
5b40e01dd203d3e84bb27c6ab649e82ead952120,83,280
dcf942cdd1c868009629cd587bb6e87ba907311d,15,67
a77e64d71ed71cbe74a7c243379b1144d6bd9acd,299,4205
6011291b44c05112381cde6ce68f2e4e76fe45d3,51,139
dab28f8483ef5079b24af337fc76a1fb66cdbb26,13,46
e82af530b0dc26f4cdc1ce178319b4a79a7bad4a,30,122
3f683ad8318cae4c7a4297a663761a85077811f8,71,562
9a1a44b69de5adc9ed40b182bab45a9ba65917a8,15,34
e3d68a056778871f98a8ba4f6c9dacf1391cb6a4,18,59
e63dd05d6d37e241bd55346aaef5ddf6e2d9bb1f,11,69
0a7717fc02e4064b6b10275d9eafeccdcbf2e33d,108,1482
1b2e4e35ed2b2dce279160ea7b4541182b026ca8,143,1340
a8a33322bbbbeb10209faefb4aeb4161528b689d,242,4325
c1095f4ccc9422669a97403090c20a70ae36b18a,144,1443
6a401e9da696494e2e3a2d8cce82dba326d9e8d7,21,49
3f526642caa2177107a632a131d6a9e8e5e23f0b,1025,57040
119a39d4f35126ffd2921175e6a96367ef5adc46,143,1941
6f320d75de13a19542613c35f96ade30369a80aa,118,739
06b7c8c8b9b0f9d882737a0c4f218f62194e45f4,19,88
72116a08a73d0642401bbdad1f728109296c2665,12,27
f115e352d16593675f37fa060315843d454170a1,172,1317
d907cbfd82e3c95f5c4871b8e36190582d2f2ea1,191,1904
70123b4fe00f19b99c098f012b77439ffe5d8356,23,49
bca581ef8a39e41b7ddba8322dc05f9d40d6e3cf,305,5437
76f705e887659466f275f912fd3babd78d75e53c,9,48
3e44d3c5eff7f22005619ef1c96932b67544200a,0,0
8ea53775a2b4c7ade8118ec4889c83950cd805ab,213,1722
9aaf641bb0eb632f8c07ceff2adf2e75537c40e2,1704,48419
9b5c85f314d2fda7ff5c30e43990de5ba3ba8758,245,1442
fd82a6ef176606e8dff5619456a4ac0f12147204,0,0
d0667bef27c50163b39e85228dcbd896b05d95a6,12,39
0e8966c8756c287d8ae68bbcec954b9d43ca1a96,7,34
