metadata,unique_words,total_words
65e697572b0715f282f8545dd59a1cf2ea129b60,477,1161
1717dac4f58d8004a4cd3c35a68c6191ed766f26,43,166
4dc4af98e256048d256483a4cfd54db54487d036,87,359
c47ed14696aa03de7ba9e23e0fb037057aa58708,440,3906
647e6577a1a8fb583dc2c4efb682e9ca84da4baa,81,298
f0bc829308c4b8b87783bc359448576709df27ad,803,12418
edb018546aa87e84cadcff1b939d0342dba810e0,484,6127
886d740f32489bb8469b5d5b7de5ff3c6e25ff2c,433,5743
e82b097bfeacb78cba232065ca07600cda596903,215,1323
822d179b540687dee39bcf95cc0c54c11b233816,297,1999
11ca1abcd62a5ab9553632b1f0ad2950533fc28f,69,207
1950ca2e2d40ba1697b69fde3528da4b35434895,303,2440
920355c073f2a5e297da4a0c2fa1de358b692434,327,2286
fab52f3ad72c18d645d99342da53e024dee9cb86,333,2418
2a4542433530341c9235e5de3511543415ef17eb,113,479
6bcce5a5f5e4a7d7e0e89e809b520dffa5acf244,38,99
a5613500db6af9ccd3b2e7c67821138b30e46028,8,22
1beb4c8429b805f0de955b52ac0f23a1334f1642,190,1035
a3111c73a76fca8b81f88243a5366e1a4d2ef708,106,372
590131d55cc5bc2b2648e484c708a042b974e43b,159,568
c38889a0e297ebd4a7c615484f3f591c8a56fb1b,23,43
4031a24c7f5e154881bd67a9209c153a8139d9b8,470,4584
f464c140c9965e774a4ed72a333d39ca5729b4c7,138,851
c02d2496d36ecdbc8d1b5438619cd9050cb8b531,93,224
ea447e78a85454bcd6a5bc51fdb02a9b7de4e24f,60,182
c419e49e8e9b9aca11ffc26c7b8d5220d6a54687,21,42
e90239b0cd78cd063d58f85400d6b10b3a71c99b,73,194
c88080e2e08f953778cb8cdf7a826b749d41ecc3,84,207
3d45f55941a95d5fa932c73abab1fec5b15daff6,135,630
7391383f34b641e4df3e906a45be5b0cc128314f,177,633
009ff4a5e4d6c9b521f55b5a8782c47881cd5534,102,449
e682cc812c4be1f1296f84b3a258a2b1e78f2985,17,45
11e4d9c2d92afd57368de64d3ca4067bf2596a8e,103,527
b270f6067069a16e81d06bcc884112046c1af351,208,990
43472927ee38ebbd5e907039ba946fe2c4094f3f,208,996
f0a416aa1206bbf5f69730d52af80e10260c4a53,62,142
9afa8d458db7417a101df5ddcba450d744c80d2a,123,956
e19263f6605bc3af20a7148ceba637f088fd2116,246,1144
c17e2955aa4481d4382b86fa9240b8ddd031186a,67,300
3f51000d132e6088f513388ba9c961cfaf1f5eeb,440,3423
65d5cc060eb5ff00a524f7d2f67b5f1442edf576,119,486
e783ffdeba58548f0f98c9d738e0d6b601bf02c7,22,51
640a2a7aa195549e6fe8b70c356da03df1360bde,0,0
687fc57232190fb00af59d89405e7e253079c19a,102,344
acd7b42c3d94368a2c282b2671f2d5d7aa4c65e8,159,965
ad8a64b97c04c4af44a7185811ca7a17ca94ff07,30,83
d062d49d45eb2d70a5061d019cbed7efb30ba252,98,447
08e036a9cf7a3228fcffe5ab9a4aa28d27a83d65,35,130
94c81ed72881e9a7c31bb5e598ccddcdefc5002d,73,170
d306c1804f0106bee38d5bd268310823a52f7614,80,234
b169ca4e8b5237707a59b7f3ae257dcba197f1ae,80,259
40cdef15c1779f810b20e91350ecaf45af0d78ef,44,92
65c98f257df05bce2b26a09b0b1240e5a0943215,70,280
c984f963e807f603060600722b400425aa237eb2,114,340
8f79649db71fbc04ed6594da2663fb4654c149c2,139,572
12e218ce01d881b70e449441882bda779a06dbba,38,102
3125b1fdc5482192ff94a1e763489bcf92ac559d,141,685
637f401750e3c83315fc87f556e3b2ee8377a840,186,807
2550cff2d49b3529876c97db6fb5f6544fc95917,17,25
0adbcd3c02a8ac59d6ae5132dadf02ffa5629091,49,104
a14af3a9d75d62ad254fb3b5239bdec8de76c624,502,1548
4787712f71ab1186ba803158a75b3d9e1ffccb51,86,230
c2a97e32986cb6576b9154ad719bfdfd1236ab40,60,162
f324be8c2e463a94b81d3bdf0f55a456e2141713,41,133
d47e1b06661f1369b60f17b2f8d065f16cd6a676,220,617
f54701efb6bb46a36dad339c7547841bf96914b6,62,160
5a41f3989c3c0519260dbf17ca5e97be66f19f6b,74,252
90558d053b7b077e0487c82b145ec0da8ce09303,285,1744
7154fb3e747f0746681dd56c301064c551da953d,51,201
5d20bebac814ae7b784318cdf42472addfea76f2,111,356
fc0ded9718d9db3861348e023de12d3f6a7ae12e,30,75
98d88afc3d57aa9d6c1692b0ecc54d3f312c9d0a,250,1065
3b13ae5481f3bf5115e4ff72612bc8c4c31bdeb6,312,1036
19f7a54890edb6443154cd6ef54a5bb6ed4adf85,602,1635
bdab6d1124f14468f85a9ff69b563eb4693cc027,68,185
